cluster,pathway_rank,pathway
4,87,Positive regulation of smooth muscle cell proliferation
4,88,Antimicrobial humoral response
4,89,Cellular response to metal ion
4,90,Positive regulation of interleukin 12 production
4,91,Positive regulation of lymphocyte migration
4,92,Positive regulation of nitric oxide metabolic process
4,93,Natural killer cell chemotaxis
4,94,Regulation of nucleotide binding oligomerization domain containing 2 signaling pathway
4,95,Positive regulation of hemopoiesis
4,96,Regulation of lymphocyte mediated immunity
4,97,Regulation of protein polymerization
4,98,Regulation of cell killing
4,99,Lymphocyte chemotaxis
4,100,Lymphocyte migration
4,101,Regulation of cell adhesion mediated by integrin
4,102,Response to tumor cell
4,103,Positive regulation of protein containing complex assembly
4,104,Positive regulation of response to biotic stimulus
4,105,Positive t cell selection
4,106,Antigen receptor mediated signaling pathway
4,107,Granulocyte chemotaxis
4,108,Positive regulation of nuclear transcribed mrna catabolic process deadenylation dependent decay
4,109,Response to granulocyte macrophage colony stimulating factor
4,110,Type ii interferon production
4,111,Regulation of alpha beta t cell activation
4,112,Negative regulation of protein modification process
4,113,Regulation of adaptive immune response
4,114,Negative t cell selection
4,115,Response to fibroblast growth factor
4,116,Tumor necrosis factor mediated signaling pathway
4,117,Regulation of leukocyte migration
4,118,Cd4 positive alpha beta t cell activation
4,119,Regulation of b cell activation
4,120,Myeloid leukocyte migration
4,121,Protein localization to mitochondrion
4,122,Adhesion of symbiont to host
4,123,Positive regulation of endothelial cell chemotaxis
4,124,Regulation of t cell chemotaxis
4,125,Positive regulation of lymphocyte differentiation
4,126,Protein stabilization
4,127,Interleukin 12 production
4,128,Negative regulation of lymphocyte differentiation
5,1,Oxidative phosphorylation
5,2,ATP synthesis coupled electron transport
5,3,Electron transport chain
5,4,Proton transmembrane transport
5,5,Aerobic respiration
5,6,Cellular respiration
5,7,ATP biosynthetic process
5,8,Energy derivation by oxidation of organic compounds
5,9,Proton motive force driven ATP synthesis
5,10,Nucleoside triphosphate biosynthetic process
5,11,Mitochondrial electron transport NADH to ubiquinone
5,12,Leukocyte mediated cytotoxicity
5,13,Granzyme mediated programmed cell death signaling pathway
5,14,Response to oxygen levels
5,15,Purine containing compound biosynthetic process
5,16,Ribose phosphate biosynthetic process
5,17,Generation of precursor metabolites and energy
5,18,Leukocyte mediated immunity
5,19,Purine nucleotide biosynthetic process
5,20,Nucleoside phosphate biosynthetic process
5,21,Nucleotide biosynthetic process
5,22,ATP metabolic process
5,23,Lymphocyte mediated immunity
5,24,Nucleoside triphosphate metabolic process
5,25,Natural killer cell mediated immunity
5,26,Myeloid leukocyte activation
5,27,NADH dehydrogenase complex assembly
5,28,Ribose phosphate metabolic process
5,29,Negative regulation by host of viral transcription
5,30,Cellular defense response
5,31,Regulation of cell killing
5,32,Macrophage activation
5,33,Glial cell activation
5,34,Myeloid leukocyte mediated immunity
5,35,Response to metal ion
5,36,Mitochondrial electron transport cytochrome c to oxygen
5,37,Positive regulation of protein localization to cell surface
5,38,Response to calcium ion
5,39,Nucleotide metabolic process
5,40,Positive regulation of chemotaxis
5,41,Positive regulation of cell killing
5,42,Antigen processing and presentation of exogenous peptide antigen via mhc class ii
5,43,Positive regulation of immune effector process
5,44,Neuroinflammatory response
5,45,Positive regulation of cytokine production involved in immune response
5,46,Regulation of immune effector process
5,47,Antimicrobial humoral response
5,48,Positive regulation of myeloid leukocyte cytokine production involved in immune response
5,49,Response to progesterone
5,50,Positive regulation of leukocyte chemotaxis
5,51,Antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii
5,52,Fc gamma receptor signaling pathway
5,53,Positive regulation of cell development
5,54,Mitochondrial respiratory chain complex assembly
5,55,Positive regulation of interleukin 6 production
5,56,Pyroptotic inflammatory response
5,57,Antigen processing and presentation of exogenous peptide antigen
5,58,Tumor necrosis factor superfamily cytokine production
5,59,Natural killer cell activation
5,60,Cell activation involved in immune response
5,61,Cell chemotaxis
5,62,Regulation of protein localization to cell surface
5,63,Regulation of natural killer cell activation
5,64,Regulation of chemotaxis
5,65,Positive regulation of tumor necrosis factor superfamily cytokine production
5,66,Response to steroid hormone
5,67,Granulocyte chemotaxis
5,68,Response to nicotine
5,69,Response to tumor cell
5,70,Response to ethanol
5,71,Antigen processing and presentation of exogenous antigen
5,72,Natural killer cell chemotaxis
5,73,Regulation of leukocyte chemotaxis
5,74,Integrated stress response signaling
5,75,Leukocyte activation involved in inflammatory response
5,76,Myeloid leukocyte cytokine production
5,77,Lymphocyte activation involved in immune response
5,78,Leukocyte chemotaxis
5,79,Myeloid leukocyte migration
5,80,Cytokine production involved in immune response
5,81,Antimicrobial humoral immune response mediated by antimicrobial peptide
5,82,Granulocyte activation
5,83,Type ii hypersensitivity
5,84,Regulation of myeloid leukocyte mediated immunity
5,85,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
5,86,Negative regulation of leukocyte apoptotic process
5,87,Myeloid leukocyte differentiation
5,88,T cell mediated cytotoxicity
5,89,Natural killer cell degranulation
5,90,Positive regulation of cell activation
5,91,Fc receptor signaling pathway
5,92,Positive regulation of production of molecular mediator of immune response
5,93,Regulation of leukocyte mediated immunity
5,94,Granulocyte migration
5,95,Positive regulation of myeloid leukocyte differentiation
5,96,Response to oxidative stress
5,97,Positive regulation of leukocyte migration
5,98,Forebrain development
5,99,Response to corticosteroid
5,100,Cellular response to biotic stimulus
5,101,Positive regulation of leukocyte mediated immunity
5,102,Protein localization to cell surface
5,103,Response to corticosterone
5,104,Antigen processing and presentation of peptide antigen
5,105,Regulation of hemopoiesis
5,106,Response to xenobiotic stimulus
6,1,Leukocyte mediated immunity
6,2,Leukocyte mediated cytotoxicity
6,3,Oxidative phosphorylation
6,4,ATP synthesis coupled electron transport
6,5,Granzyme mediated programmed cell death signaling pathway
6,6,Proton transmembrane transport
6,7,Lymphocyte mediated immunity
6,8,Electron transport chain
6,9,Aerobic respiration
6,10,Cellular respiration
6,11,Regulation of cell killing
6,12,Natural killer cell chemotaxis
6,13,Antimicrobial humoral response
6,14,Positive regulation of cell killing
6,15,Antimicrobial humoral immune response mediated by antimicrobial peptide
6,16,Cell chemotaxis
6,17,ATP metabolic process
6,18,Natural killer cell mediated immunity
6,19,Energy derivation by oxidation of organic compounds
6,20,Response to chemokine
6,21,Positive regulation of lymphocyte chemotaxis
6,22,ATP biosynthetic process
6,23,Positive regulation of immune effector process
6,24,Nucleoside triphosphate metabolic process
6,25,T cell mediated cytotoxicity
6,26,Regulation of immune effector process
6,27,Granulocyte chemotaxis
6,28,Humoral immune response
6,29,Regulation of lymphocyte chemotaxis
6,30,Nucleoside triphosphate biosynthetic process
6,31,Regulation of chemotaxis
6,32,Protein refolding
6,33,Generation of precursor metabolites and energy
6,34,Leukocyte chemotaxis
6,35,Positive regulation of chemotaxis
6,36,Proton motive force driven ATP synthesis
6,37,Inclusion body assembly
6,38,Granulocyte migration
6,39,De novo post translational protein folding
6,40,Positive regulation of leukocyte mediated immunity
6,41,Ribose phosphate metabolic process
6,42,Regulation of leukocyte mediated immunity
6,43,Positive regulation of cytokine production involved in immune response
6,44,De novo protein folding
6,45,Positive regulation of leukocyte chemotaxis
6,46,Ribose phosphate biosynthetic process
6,47,Positive regulation of lymphocyte migration
6,48,Negative regulation of inclusion body assembly
6,49,Purine nucleotide biosynthetic process
6,50,Lymphocyte chemotaxis
6,51,Regulation of t cell mediated cytotoxicity
6,52,Negative regulation by host of viral transcription
6,53,Regulation of lymphocyte mediated immunity
6,54,Mitochondrial electron transport NADH to ubiquinone
6,55,Granulocyte activation
6,56,Regulation of leukocyte chemotaxis
6,57,Regulation of innate immune response
6,58,Nucleotide biosynthetic process
6,59,Regulation of myeloid cell differentiation
6,60,Cytokine production involved in immune response
6,61,Nucleotide metabolic process
6,62,Response to oxygen levels
6,63,Myeloid leukocyte migration
6,64,T cell mediated immunity
6,65,Eosinophil chemotaxis
6,66,Cellular response to heat
6,67,Regulation of inclusion body assembly
6,68,Positive regulation of production of molecular mediator of immune response
6,69,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
6,70,Mitochondrial electron transport cytochrome c to oxygen
6,71,Response to lectin
6,72,Purine containing compound biosynthetic process
6,73,Positive regulation of response to cytokine stimulus
6,74,Regulation of lymphocyte migration
6,75,Positive regulation of leukocyte migration
6,76,Chaperone mediated protein folding
6,77,Positive regulation of cell activation
6,78,Eosinophil migration
6,79,Neutrophil chemotaxis
6,80,T cell chemotaxis
6,81,Response to virus
6,82,Positive regulation of response to biotic stimulus
6,83,Regulation of hemopoiesis
6,84,Antigen processing and presentation of exogenous peptide antigen via mhc class ii
6,85,Negative regulation of t cell mediated immunity
6,86,Myeloid cell differentiation
6,87,Nucleoside phosphate biosynthetic process
6,88,Positive regulation of monoatomic ion transport
6,89,Positive regulation of mononuclear cell migration
6,90,Positive regulation of myeloid leukocyte cytokine production involved in immune response
6,91,Positive regulation of interleukin 6 production
6,92,Antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii
6,93,Response to heat
6,94,Regulation of response to cytokine stimulus
6,95,Neutrophil migration
6,96,Activation of innate immune response
6,97,Regulation of t cell mediated immunity
6,98,Natural killer cell activation
6,99,Positive regulation of calcium ion transport
6,100,Positive regulation of myeloid cell differentiation
6,101,Antigen processing and presentation of exogenous peptide antigen
6,102,Lymphocyte migration
6,103,Regulation of adaptive immune response
6,104,Positive regulation of tumor necrosis factor superfamily cytokine production
6,105,Regulation of natural killer cell activation
6,106,Myeloid leukocyte mediated immunity
6,107,Regulation of leukocyte migration
6,108,Mononuclear cell migration
6,109,Protein stabilization
6,110,Response to tumor necrosis factor
6,111,Response to tumor cell
6,112,Antigen processing and presentation of exogenous antigen
6,113,Cellular defense response
6,114,Myeloid leukocyte cytokine production
6,115,Regulation of erythrocyte differentiation
6,116,Regulation of granulocyte chemotaxis
6,117,Negative regulation of t cell mediated cytotoxicity
6,118,Regulation of nucleotide binding oligomerization domain containing 2 signaling pathway
6,119,Myeloid leukocyte activation
6,120,Symbiont entry into host
6,121,Response to oxidative stress
6,122,Negative regulation of leukocyte apoptotic process
6,123,Regulation of natural killer cell mediated immunity
6,124,Regulation of mononuclear cell migration
6,125,Positive regulation of leukocyte cell cell adhesion
6,126,Regulation of inflammatory response
6,127,Regulation of monoatomic ion transport
6,128,Positive regulation of interleukin 8 production
6,129,Interleukin 10 production
6,130,Negative regulation of adaptive immune response
6,131,Regulation of nucleotide binding domain leucine rich repeat containing receptor signaling pathway
6,132,Regulation of t cell chemotaxis
6,133,Antigen processing and presentation of peptide antigen
6,134,Response to temperature stimulus
6,135,Interleukin 6 production
6,136,Biological process involved in interaction with host
6,137,Negative regulation of leukocyte mediated immunity
6,138,Positive regulation of tumor necrosis factor mediated signaling pathway
6,139,Cell activation involved in immune response
6,140,T cell differentiation
6,141,T cell migration
6,142,Positive regulation of type 2 immune response
6,143,Positive regulation of cell cell adhesion
6,144,Response to steroid hormone
6,145,Leukocyte degranulation
6,146,Regulation of microtubule nucleation
6,147,Response to hyperoxia
6,148,Nucleotide binding oligomerization domain containing 2 signaling pathway
6,149,Regulation of protein polymerization
6,150,Tumor necrosis factor superfamily cytokine production
6,151,Negative regulation of myeloid cell apoptotic process
6,152,Neutrophil activation involved in immune response
6,153,Homeostasis of number of cells
6,154,Positive regulation of protein polymerization
6,155,Positive regulation of myeloid leukocyte mediated immunity
6,156,Positive regulation of protein localization to cell surface
6,157,Regulation of leukocyte apoptotic process
6,158,Chaperone mediated protein complex assembly
6,159,Positive regulation of macrophage cytokine production
6,160,Myeloid cell activation involved in immune response
6,161,Regulation of mitotic spindle assembly
6,162,Innate immune response activating cell surface receptor signaling pathway
6,163,Dendritic cell chemotaxis
6,164,Negative regulation of natural killer cell mediated immunity
6,165,Regulation of protein stability
6,166,Interleukin 8 production
6,167,Regulation of t cell activation
6,168,Lymphocyte activation involved in immune response
6,169,Positive regulation of granulocyte chemotaxis
6,170,Response to increased oxygen levels
6,171,Positive regulation of macrophage migration
6,172,Positive regulation of t cell cytokine production
7,1,Oxidative phosphorylation
7,2,ATP synthesis coupled electron transport
7,3,Proton transmembrane transport
7,4,Electron transport chain
7,5,Aerobic respiration
7,6,Cellular respiration
7,7,ATP biosynthetic process
7,8,Energy derivation by oxidation of organic compounds
7,9,Granzyme mediated programmed cell death signaling pathway
7,10,Nucleoside triphosphate biosynthetic process
7,11,Proton motive force driven ATP synthesis
7,12,Leukocyte mediated cytotoxicity
7,13,Generation of precursor metabolites and energy
7,14,Mitochondrial electron transport NADH to ubiquinone
7,15,Lymphocyte mediated immunity
7,16,Ribose phosphate biosynthetic process
7,17,Purine nucleotide biosynthetic process
7,18,Nucleotide biosynthetic process
7,19,Leukocyte mediated immunity
7,20,ATP metabolic process
7,21,Response to oxygen levels
7,22,Purine containing compound biosynthetic process
7,23,Natural killer cell mediated immunity
7,24,Nucleoside triphosphate metabolic process
7,25,Regulation of immune effector process
7,26,Regulation of cell killing
7,27,Nucleoside phosphate biosynthetic process
7,28,Negative regulation of leukocyte apoptotic process
7,29,Response to metal ion
7,30,Mitochondrial electron transport cytochrome c to oxygen
7,31,Positive regulation of protein localization to cell surface
7,32,Ribose phosphate metabolic process
7,33,Positive regulation of cell killing
7,34,Leukocyte cell cell adhesion
7,35,Antigen processing and presentation of exogenous peptide antigen via mhc class ii
7,36,Regulation of leukocyte apoptotic process
7,37,Antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii
7,38,Positive regulation of hemopoiesis
7,39,Cell chemotaxis
7,40,Negative regulation of lymphocyte apoptotic process
7,41,Nucleotide metabolic process
7,42,Antigen processing and presentation of exogenous peptide antigen
7,43,NADH dehydrogenase complex assembly
7,44,Regulation of protein localization to cell surface
7,45,Regulation of viral life cycle
7,46,Granulocyte chemotaxis
7,47,Leukocyte chemotaxis
7,48,Lymphocyte activation involved in immune response
7,49,Myeloid leukocyte migration
7,50,Leukocyte apoptotic process
7,51,Response to tumor cell
7,52,Antigen processing and presentation of exogenous antigen
7,53,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
7,54,Cellular defense response
7,55,Antimicrobial humoral immune response mediated by antimicrobial peptide
7,56,Positive regulation of cell activation
7,57,T cell activation involved in immune response
7,58,Response to oxidative stress
7,59,Regulation of leukocyte mediated immunity
7,60,Regulation of viral process
7,61,Response to calcium ion
7,62,Granulocyte activation
7,63,Granulocyte migration
7,64,T cell mediated cytotoxicity
7,65,Positive regulation of immune effector process
7,66,Positive regulation of myeloid leukocyte differentiation
7,67,Positive regulation of viral process
7,68,Regulation of lymphocyte apoptotic process
7,69,Positive regulation of leukocyte mediated immunity
7,70,Regulation of hemopoiesis
7,71,Positive regulation of leukocyte cell cell adhesion
7,72,Regulation of inflammatory response
7,73,Protein localization to cell surface
7,74,Positive regulation of inflammatory response
7,75,Positive regulation by symbiont of entry into host
7,76,Antigen processing and presentation of peptide antigen
7,77,Regulation of innate immune response
7,78,Cell activation involved in immune response
7,79,T cell differentiation
7,80,Antimicrobial humoral response
8,1,Chromosome segregation
8,2,Sister chromatid segregation
8,3,Oxidative phosphorylation
8,4,DNA biosynthetic process
8,5,Proton transmembrane transport
8,6,ATP synthesis coupled electron transport
8,7,Aerobic respiration
8,8,Regulation of cell cycle phase transition
8,9,Nuclear chromosome segregation
8,10,Electron transport chain
8,11,Regulation of mitotic cell cycle phase transition
8,12,Regulation of chromosome segregation
8,13,Positive regulation of viral process
8,14,Cellular respiration
8,15,Regulation of chromosome organization
8,16,Mitochondrial electron transport cytochrome c to oxygen
8,17,Leukocyte mediated cytotoxicity
8,18,Mitotic nuclear division
8,19,Chromosome separation
8,20,Positive regulation of transferase activity
8,21,Regulation of hemopoiesis
8,22,Natural killer cell mediated immunity
8,23,Positive regulation of chromosome separation
8,24,Mitotic cell cycle phase transition
8,25,Nucleoside phosphate biosynthetic process
8,26,Mitotic sister chromatid segregation
8,27,Regulation of sister chromatid segregation
8,28,Positive regulation of catalytic activity
8,29,Energy derivation by oxidation of organic compounds
8,30,Regulation of viral life cycle
8,31,Nucleotide biosynthetic process
8,32,Regulation of mitotic nuclear division
8,33,Lymphocyte mediated immunity
8,34,Nucleoside triphosphate biosynthetic process
8,35,Positive regulation of cell activation
8,36,DNA topological change
8,37,Regulation of viral process
8,38,Granzyme mediated programmed cell death signaling pathway
8,39,Regulation of nuclear division
8,40,Protein polymerization
8,41,Mitotic sister chromatid separation
8,42,Positive regulation of leukocyte cell cell adhesion
9,1,Lymphocyte differentiation
9,2,T cell differentiation
9,3,Regulation of t cell activation
9,4,ATP synthesis coupled electron transport
9,5,Oxidative phosphorylation
9,6,Regulation of hemopoiesis
9,7,Positive regulation of cell activation
9,8,Electron transport chain
9,9,Proton transmembrane transport
9,10,T cell differentiation in thymus
9,11,Aerobic respiration
9,12,Positive regulation of leukocyte cell cell adhesion
9,13,Regulation of lymphocyte differentiation
9,14,Cellular respiration
9,15,Leukocyte cell cell adhesion
9,16,Positive regulation of cell cell adhesion
9,17,Regulation of leukocyte differentiation
9,18,Thymic t cell selection
9,19,Protein refolding
9,20,ATP biosynthetic process
9,21,ATP metabolic process
9,22,Energy derivation by oxidation of organic compounds
9,23,Positive thymic t cell selection
9,24,Response to oxygen levels
9,25,Proton motive force driven ATP synthesis
9,26,Nucleoside triphosphate biosynthetic process
9,27,Nucleoside triphosphate metabolic process
9,28,Alpha beta t cell activation
9,29,Positive t cell selection
9,30,Regulation of leukocyte apoptotic process
9,31,Mitochondrial electron transport NADH to ubiquinone
9,32,Negative regulation of leukocyte apoptotic process
9,33,Ribose phosphate biosynthetic process
9,34,Regulation of lymphocyte apoptotic process
9,35,Gamma delta t cell activation
9,36,Generation of precursor metabolites and energy
9,37,Purine nucleotide biosynthetic process
9,38,Ribose phosphate metabolic process
9,39,Leukocyte apoptotic process
9,40,Positive regulation of hemopoiesis
9,41,Inclusion body assembly
9,42,Chaperone mediated protein folding
9,43,De novo post translational protein folding
9,44,Regulation of chemotaxis
9,45,Positive regulation of lymphocyte differentiation
9,46,Response to calcium ion
9,47,Granzyme mediated programmed cell death signaling pathway
9,48,De novo protein folding
9,49,Nucleotide biosynthetic process
9,50,Regulation of myeloid cell differentiation
9,51,Negative regulation of lymphocyte apoptotic process
9,52,Cell chemotaxis
9,53,Lymphocyte apoptotic process
9,54,T cell receptor signaling pathway
9,55,Lymphocyte activation involved in immune response
9,56,Negative regulation of inclusion body assembly
9,57,Negative t cell selection
9,58,Response to steroid hormone
9,59,Response to metal ion
9,60,Myeloid cell differentiation
9,61,Purine containing compound biosynthetic process
9,62,Response to heat
9,63,Nucleotide metabolic process
9,64,Positive regulation of myeloid cell differentiation
9,65,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
9,66,B cell activation
9,67,Response to oxidative stress
9,68,Regulation of protein polymerization
9,69,Regulation of inclusion body assembly
9,70,Positive regulation of interleukin 8 production
9,71,Mitochondrial electron transport cytochrome c to oxygen
9,72,Antigen receptor mediated signaling pathway
9,73,Nucleoside phosphate biosynthetic process
9,74,Cellular response to heat
9,75,Cd4 positive alpha beta t cell activation
9,76,Cell activation involved in immune response
9,77,Negative regulation of t cell apoptotic process
9,78,Positive regulation of cell development
9,79,Dendritic cell chemotaxis
9,80,Positive regulation of response to cytokine stimulus
9,81,Positive regulation of chemotaxis
9,82,Extrinsic apoptotic signaling pathway
9,83,Leukocyte mediated immunity
9,84,Leukocyte proliferation
9,85,Homeostasis of number of cells
9,86,Myeloid leukocyte differentiation
9,87,Dendritic cell migration
9,88,Lymphocyte mediated immunity
9,89,Regulation of extrinsic apoptotic signaling pathway
9,90,Interleukin 4 production
9,91,Positive regulation of protein polymerization
9,92,B cell proliferation
9,93,Response to chemokine
9,94,Response to temperature stimulus
9,95,Regulation of apoptotic signaling pathway
9,96,Protein polymerization
9,97,Regulation of immune effector process
9,98,Interleukin 8 production
9,99,NADH dehydrogenase complex assembly
9,100,Positive regulation of interleukin 12 production
9,101,Regulation of t cell apoptotic process
9,102,Positive regulation of antigen processing and presentation
9,103,Regulation of nucleotide binding oligomerization domain containing 2 signaling pathway
9,104,Regulation of response to cytokine stimulus
9,105,Positive regulation of gamma delta t cell activation
9,106,Regulation of cell cell adhesion mediated by integrin
9,107,Regulation of dendritic cell antigen processing and presentation
9,108,Regulation of gamma delta t cell differentiation
9,109,Response to ethanol
9,110,Regulation of erythrocyte differentiation
9,111,Regulation of granulocyte chemotaxis
9,112,Canonical nf kappab signal transduction
9,113,Regulation of leukocyte chemotaxis
9,114,Regulation of myeloid leukocyte differentiation
9,115,Positive regulation of cell matrix adhesion
9,116,Regulation of glycoprotein metabolic process
9,117,Regulation of gamma delta t cell activation
9,118,Regulation of leukocyte migration
9,119,Mononuclear cell migration
9,120,Leukocyte chemotaxis
9,121,Positive regulation of extrinsic apoptotic signaling pathway
9,122,Symbiont entry into host
9,123,Protein stabilization
9,124,Response to tumor necrosis factor
9,125,T cell activation involved in immune response
9,126,T cell apoptotic process
9,127,Gamma delta t cell differentiation
9,128,Positive regulation of endothelial cell chemotaxis
9,129,Regulation of nucleotide binding domain leucine rich repeat containing receptor signaling pathway
9,130,Interleukin 12 production
9,131,Positive regulation of myeloid leukocyte differentiation
9,132,Immune response regulating cell surface receptor signaling pathway
9,133,Dendritic cell antigen processing and presentation
9,134,B cell differentiation
9,135,Myeloid leukocyte activation
9,136,Regulation of mononuclear cell migration
9,137,Positive regulation of tumor necrosis factor mediated signaling pathway
9,138,Leukocyte mediated cytotoxicity
10,1,Oxidative phosphorylation
10,2,ATP synthesis coupled electron transport
10,3,Proton transmembrane transport
10,4,Electron transport chain
10,5,Aerobic respiration
10,6,Cellular respiration
10,7,Energy derivation by oxidation of organic compounds
10,8,ATP biosynthetic process
10,9,Nucleoside triphosphate biosynthetic process
10,10,Granzyme mediated programmed cell death signaling pathway
10,11,Proton motive force driven ATP synthesis
10,12,Generation of precursor metabolites and energy
10,13,Ribose phosphate biosynthetic process
10,14,Mitochondrial electron transport NADH to ubiquinone
10,15,Purine nucleotide biosynthetic process
10,16,Leukocyte mediated immunity
10,17,Nucleotide biosynthetic process
10,18,Response to oxygen levels
10,19,ATP metabolic process
10,20,Lymphocyte mediated immunity
10,21,Purine containing compound biosynthetic process
10,22,Leukocyte mediated cytotoxicity
10,23,Nucleoside triphosphate metabolic process
10,24,Nucleoside phosphate biosynthetic process
10,25,Negative regulation by host of viral transcription
10,26,Ribose phosphate metabolic process
10,27,Positive regulation of immune effector process
10,28,Positive regulation of cell killing
10,29,Mitochondrial electron transport cytochrome c to oxygen
10,30,Myeloid cell differentiation
10,31,Antimicrobial humoral response
10,32,Positive regulation of cytokine production involved in immune response
10,33,Natural killer cell mediated immunity
10,34,Nucleotide metabolic process
10,35,Antigen processing and presentation of exogenous peptide antigen via mhc class ii
10,36,Response to metal ion
10,37,Positive regulation of interleukin 6 production
10,38,Positive regulation of myeloid leukocyte cytokine production involved in immune response
10,39,Antigen processing and presentation of peptide or polysaccharide antigen via mhc class ii
10,40,Regulation of cell killing
10,41,Regulation of myeloid cell differentiation
10,42,Antigen processing and presentation of exogenous peptide antigen
10,43,Granulocyte chemotaxis
10,44,NADH dehydrogenase complex assembly
10,45,Cytokine production involved in immune response
10,46,Regulation of immune effector process
10,47,Myeloid leukocyte activation
10,48,Myeloid leukocyte differentiation
10,49,Antimicrobial humoral immune response mediated by antimicrobial peptide
10,50,Response to tumor cell
10,51,Antigen processing and presentation of exogenous antigen
10,52,Cellular defense response
10,53,Myeloid leukocyte cytokine production
10,54,Response to calcium ion
10,55,Regulation of hemopoiesis
10,56,Response to xenobiotic stimulus
10,57,Positive regulation of chemotaxis
10,58,Positive regulation of production of molecular mediator of immune response
10,59,Granulocyte migration
10,60,Natural killer cell chemotaxis
10,61,Granulocyte activation
10,62,Negative regulation of leukocyte apoptotic process
10,63,Positive regulation of leukocyte mediated immunity
10,64,T cell mediated cytotoxicity
10,65,Humoral immune response
10,66,Positive regulation of myeloid leukocyte differentiation
10,67,Cell chemotaxis
10,68,Interleukin 6 production
10,69,Antigen processing and presentation of peptide antigen
10,70,Response to steroid hormone
10,71,Positive regulation of hemopoiesis
10,72,Tumor necrosis factor superfamily cytokine production
10,73,Positive regulation of lymphocyte chemotaxis
10,74,Response to hyperoxia
10,75,Regulation of chemotaxis
10,76,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
10,77,Regulation of fibroblast proliferation
10,78,Eosinophil chemotaxis
10,79,Negative regulation of myeloid cell apoptotic process
10,80,Neutrophil activation involved in immune response
10,81,Positive regulation of cell activation
10,82,Positive regulation of leukocyte chemotaxis
10,83,Regulation of leukocyte apoptotic process
10,84,Negative regulation of DNA binding
10,85,Positive regulation of myeloid leukocyte mediated immunity
10,86,Response to oxidative stress
10,87,Lymphocyte activation involved in immune response
10,88,Positive regulation of protein localization to cell surface
10,89,Response to lectin
10,90,Leukocyte chemotaxis
10,91,Myeloid leukocyte migration
10,92,Mitochondrial respiratory chain complex assembly
10,93,Positive regulation of macrophage cytokine production
10,94,Response to tumor necrosis factor
10,95,Eosinophil migration
10,96,Regulation of lymphocyte chemotaxis
10,97,Natural killer cell activation
11,1,Chromosome condensation
11,2,Regulation of hemopoiesis
11,3,Leukocyte mediated cytotoxicity
11,4,Natural killer cell mediated immunity
11,5,Lymphocyte mediated immunity
11,6,Leukocyte mediated immunity
11,7,Regulation of leukocyte differentiation
11,8,Lymphocyte activation involved in immune response
11,9,Sister chromatid segregation
11,10,Chromosome segregation
11,11,Lymphocyte differentiation
11,12,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
11,13,Cell activation involved in immune response
11,14,Nuclear chromosome segregation
11,15,T cell differentiation
11,16,Granzyme mediated programmed cell death signaling pathway
11,17,Regulation of mitotic nuclear division
11,18,Granulocyte chemotaxis
11,19,Mitotic nuclear division
11,20,Regulation of chromosome segregation
11,21,Negative regulation by host of viral transcription
11,22,T cell activation involved in immune response
11,23,Myeloid leukocyte activation
11,24,Mitotic sister chromatid segregation
11,25,Positive regulation of hemopoiesis
11,26,Granulocyte migration
11,27,Regulation of nuclear division
11,28,Protein DNA complex organization
11,29,Regulation of sister chromatid segregation
11,30,Myeloid cell differentiation
11,31,Positive regulation of cell activation
11,32,Regulation of immune effector process
11,33,Regulation of adaptive immune response
11,34,Kinetochore organization
11,35,Regulation of lymphocyte differentiation
11,36,Regulation of myeloid cell differentiation
11,37,Negative regulation of lymphocyte activation
11,38,Chromosome separation
11,39,Negative regulation of DNA recombination
11,40,Regulation of chromosome organization
11,41,Negative regulation of t cell differentiation
11,42,Nucleosome organization
11,43,Myeloid leukocyte differentiation
11,44,Cell chemotaxis
11,45,Granulocyte activation
11,46,T cell differentiation involved in immune response
11,47,Natural killer cell chemotaxis
11,48,Alpha beta t cell activation
11,49,Negative regulation of alpha beta t cell differentiation
11,50,Positive regulation of cell cell adhesion
11,51,Mitotic sister chromatid separation
11,52,Negative regulation of lymphocyte differentiation
11,53,Regulation of cd4 positive alpha beta t cell differentiation
11,54,Positive regulation of chromosome separation
11,55,Osteoclast proliferation
11,56,Positive regulation of leukocyte cell cell adhesion
11,57,B cell activation
11,58,Regulation of cell killing
11,59,Negative regulation of cell activation
11,60,Positive regulation of cell development
11,61,Macrophage activation
11,62,Osteoclast differentiation
11,63,Positive regulation of cell killing
11,64,Response to molecule of bacterial origin
11,65,Leukocyte chemotaxis
11,66,Myeloid leukocyte migration
11,67,Leukocyte apoptotic process
11,68,Negative regulation of hemopoiesis
11,69,Cellular response to calcium ion
11,70,Regulation of t cell activation
11,71,Regulation of alpha beta t cell differentiation
11,72,Kinetochore assembly
11,73,Cd4 positive alpha beta t cell activation
11,74,Regulation of b cell activation
11,75,Negative regulation of DNA metabolic process
