leiden_0_4,marker_direction,marker_rank,gene,scores,logfoldchanges,pvals_adj,pct_nz_group,pct_nz_reference
0,up,1,S100A8,189.52959,3.1093013,0.0,0.4268940848372168,0.1030175996530664
0,up,2,B2M,173.64603,0.94921297,0.0,0.999737283511509,0.9891113440063604
0,up,3,S100A9,169.83658,2.7723222,0.0,0.4248327708505952,0.124773228289545
0,up,4,IFITM1,165.16331,2.5151708,0.0,0.8270517147303115,0.559911098261718
0,up,5,S100A4,163.37201,1.8944665,0.0,0.9345027585231293,0.738820425716454
0,up,6,NKG7,160.60698,1.5776359,0.0,0.9939575207647072,0.8807126594629757
0,up,7,MT-CO2,145.23648,2.8835373,0.0,0.9951498494432433,0.6603809041957284
0,up,8,HLA-B,141.31055,1.4925793,0.0,0.9835499060283328,0.8604965487333309
0,up,9,FGFBP2,136.52888,2.2076252,0.0,0.7916254067053331,0.4504499295291099
0,up,10,MT-ND4L,132.57498,2.2697103,0.0,0.7783279105955581,0.4396769180730729
0,up,11,SPON2,130.18622,1.9901634,0.0,0.7396681688660752,0.4386758700444508
0,up,12,S100A6,129.71706,1.59193,0.0,0.8386112402239153,0.6297567850818546
0,up,13,MT-CYB,125.46655,2.3712347,0.0,0.9581068245660126,0.6233240576777132
0,up,14,ACTB,124.44854,1.377687,0.0,0.9936543863549098,0.9208991362798598
0,up,15,MT-CO3,122.53688,2.4704816,0.0,0.98199381605804,0.6551588305446135
0,up,16,MT-ND5,116.55137,1.8966792,0.0,0.8549400804316634,0.5419753532579235
0,up,17,MT-CO1,116.02872,2.7305012,0.0,0.9924014307944142,0.6689133027357161
0,up,18,RPS26,112.66831,1.6410481,0.0,0.9016429885011014,0.6826063387662173
0,up,19,MT-ND1,105.49733,1.8734759,0.0,0.8745225633045692,0.5582342524664812
0,up,20,MT-ND3,105.46015,1.9360914,0.0,0.8969545096295698,0.5852661631310758
0,up,21,IFITM3,104.73342,1.6128051,0.0,0.5149647353636603,0.3062014383289364
0,up,22,GZMH,104.57952,1.5536045,0.0,0.7012307257037771,0.480774095623577
0,up,23,MT-ND2,103.403534,1.8452349,0.0,0.8795950124285108,0.5696143977449315
0,up,24,MT-ATP6,102.66244,2.0120964,0.0,0.933047713356102,0.6311734306674858
0,up,25,GZMB,98.08987,1.421542,0.0,0.919204575308692,0.7340139496223483
0,up,26,LYZ,93.600174,1.6123426,0.0,0.3035587979710203,0.1372664522424198
0,up,27,CLIC3,93.22878,1.3824979,0.0,0.6303376917325142,0.4199739799790394
0,up,28,MT-ND4,91.48371,1.7035207,0.0,0.9023503021239616,0.627678797296809
0,up,29,GNLY,89.27557,1.5735213,0.0,0.9651597518339632,0.8118282678616602
0,up,30,AKR1C3,83.3932,1.4124595,0.0,0.2873107936058848,0.1374326912652235
0,up,31,PRF1,83.0557,1.0252837,0.0,0.8884667461552452,0.7715767409923747
0,up,32,S100A12,82.422966,2.66003,0.0,0.0744902289675242,0.0140616529941093
0,up,33,PPBP,80.34117,2.5629945,0.0,0.080391245478245,0.0173502945321817
0,up,34,KLRF1,79.75375,1.1821116,0.0,0.6954711719176283,0.4838350619782444
0,up,35,FTL,79.60863,0.91364324,0.0,0.9609764969787604,0.8618915109681616
0,up,36,FCN1,78.44272,2.2044635,0.0,0.0892629792049794,0.0218785009576813
0,up,37,FCGR3A,75.394356,1.1370149,0.0,0.7123456540630115,0.5193487766976257
0,up,38,FTH1,71.749825,0.6359041,0.0,0.9632196916112604,0.9059593075783312
0,up,39,PRSS23,71.03032,1.1256968,0.0,0.35456621465958,0.2049293484153084
0,up,40,S1PR5,69.4024,1.0555677,0.0,0.4374027443768567,0.2802464674207654
0,up,41,GZMA,67.99621,0.980316,0.0,0.9116262150637592,0.7669003650030718
0,up,42,LAIR2,66.54673,1.2692285,0.0,0.2331507790554332,0.1234071771891149
0,up,43,ANXA1,65.702034,0.89909196,0.0,0.6790008689853081,0.5368544685772108
0,up,44,MT-ATP8,65.4306,1.0595123,0.0,0.4716367237232989,0.2950128293158903
0,up,45,MYOM2,64.95205,1.242711,0.0,0.2400218256775054,0.1297098044884536
0,up,46,IFI6,64.81599,1.1236572,0.0,0.3649940383566073,0.2520292002457446
0,up,47,HSPA5,63.30683,0.8795937,0.0,0.5850089929874907,0.4607025405659354
0,up,48,MT2A,63.241356,0.9284042,0.0,0.5372754279247418,0.4112645007408478
0,up,49,RPS4Y1,63.017063,1.0279728,0.0,0.3861730291211123,0.2501029959163022
0,up,50,PF4,62.864674,2.7451484,0.0,0.0410443990865549,0.007231397491959
0,down,1,JUND,-105.93122,-1.9349525,0.0,0.2682133257886547,0.5044920675074989
0,down,2,CCL3,-103.25821,-2.2554648,0.0,0.1909140512903421,0.4169599942177731
0,down,3,COTL1,-102.266975,-2.2555928,0.0,0.1567204898652062,0.3767879729680893
0,down,4,RGS1,-100.61258,-2.3487122,0.0,0.1161408968736738,0.3345704889595605
0,down,5,MCL1,-98.28752,-1.5993763,0.0,0.3140674575106602,0.533359835206534
0,down,6,CCL4,-94.0159,-1.6734124,0.0,0.4495281207687489,0.6137833833255032
0,down,7,TRDC,-88.66268,-1.5424657,0.0,0.2834913000424388,0.4690217194897185
0,down,8,FOSB,-84.10837,-1.5791616,0.0,0.1914394842673241,0.3899642224711792
0,down,9,CAPG,-82.90557,-2.5641842,0.0,0.0454297435482893,0.1989664269451772
0,down,10,BTG2,-80.19108,-1.3206855,0.0,0.3110967402946466,0.4997361858985942
0,down,11,XIST,-78.8877,-1.6281157,0.0,0.1714730311420083,0.345227855877995
0,down,12,CD44,-76.89992,-1.2724142,0.0,0.2919588545561102,0.466137833833255
0,down,13,SOCS1,-76.32338,-1.872955,0.0,0.0804316633995513,0.233045426619927
0,down,14,TYMS,-75.916374,-3.7075956,0.0,0.0188347513287391,0.1378302193632322
0,down,15,RHOB,-75.911964,-2.0131688,0.0,0.0690136006305195,0.2156409237107441
0,down,16,UBE2S,-75.68856,-2.0533285,0.0,0.061051270133177,0.204137906111091
0,down,17,IER5,-75.45557,-1.8204437,0.0,0.0918295172079299,0.2436883379711611
0,down,18,NR4A1,-74.735146,-2.4750483,0.0,0.0402158316997756,0.1702938094033464
0,down,19,NFKB1,-74.42042,-1.8617178,0.0,0.0842915748843037,0.2307867442448773
0,down,20,HSPA1B,-74.12593,-3.5341172,0.0,0.0197643635187842,0.1356691120667847
0,down,21,IRF8,-73.931854,-1.746799,0.0,0.0903946810015561,0.239684145856673
0,down,22,TRAC,-73.10534,-2.1991858,0.0,0.0533314471636723,0.1847132376856637
0,down,23,NR4A2,-72.88465,-1.2881117,0.0,0.2643938322252087,0.4288930649416356
0,down,24,SPRY1,-71.737175,-3.967777,0.0,0.0078612856940767,0.1108958837772397
0,down,25,BTG1,-71.423584,-0.77236015,0.0,0.7893215851908736,0.8748906797730476
0,down,26,CENPM,-70.485054,-3.7259846,0.0,0.0114988986116444,0.1135954609518991
0,down,27,SAMSN1,-70.332306,-1.6190851,0.0,0.098154921892367,0.2405731632394926
0,down,28,PHLDA1,-70.09729,-2.275926,0.0,0.0401754137784693,0.1594449062195078
0,down,29,CD82,-69.67618,-2.6804428,0.0,0.0248166036820726,0.134639152903762
0,down,30,ITM2C,-68.85076,-3.5017567,0.0,0.0120445405492795,0.111094647826244
0,down,31,CCND2,-68.328445,-1.3694938,0.0,0.1878220803104096,0.331910664594702
0,down,32,HELLS,-68.17836,-2.7949243,0.0,0.0259078875573429,0.131549275414694
0,down,33,DUSP4,-68.006775,-3.6899211,0.0,0.011054301477275,0.1070615445773553
0,down,34,CLEC2D,-67.56648,-1.4470532,0.0,0.1424125457227734,0.2809511763217809
0,down,35,GZMK,-67.11914,-1.6344974,0.0,0.0809570963765333,0.2130497632900871
0,down,36,TK1,-67.02042,-3.940594,0.0,0.0093769577430632,0.101546745690434
0,down,37,HSPA1A,-66.792015,-2.1768992,0.0,0.0652345249883798,0.1836146145784395
0,down,38,RGCC,-66.48256,-1.8028644,0.0,0.062627569064123,0.1842723428860539
0,down,39,ITGAD,-66.47568,-4.43374,0.0,0.0049714043206757,0.0928553359112428
0,down,40,TOX2,-66.39576,-5.042897,0.0,0.0033142695471171,0.0894076831339669
0,down,41,CLDND1,-66.16052,-1.3434584,0.0,0.1584382515207243,0.2997072747641935
0,down,42,DUSP10,-66.09677,-1.7480682,0.0,0.0669320776832447,0.1887897076361533
0,down,43,SPRY2,-65.99453,-3.9047422,0.0,0.0070731362286037,0.0957175382169057
0,down,44,H2AX,-65.44363,-1.7180803,0.0,0.0709738698138754,0.1920096852300242
0,down,45,DENND4A,-65.17868,-1.7746243,0.0,0.0733585271709476,0.1925264717574356
0,down,46,ENTPD1,-64.89843,-3.1216333,0.0,0.0143887799850453,0.1060315854143326
0,down,47,SMC4,-64.87133,-1.6307318,0.0,0.0916678455227047,0.2146398756821221
0,down,48,NUSAP1,-64.60827,-3.8164413,0.0,0.0091748681365317,0.0957681327021068
0,down,49,CDK1,-64.29672,-5.216637,0.0,0.003031344097973,0.0839760037584474
0,down,50,BCL2,-64.1154,-1.7794974,0.0,0.0657195400440555,0.1809656318889812
1,up,1,STMN1,232.59224,7.4892273,0.0,0.9846330275229358,0.1512758565295316
1,up,2,RRM2,221.50952,5.5245824,0.0,0.7333715596330275,0.0701791963411061
1,up,3,CLSPN,215.25693,4.9909296,0.0,0.6557339449541284,0.0565748898331511
1,up,4,TYMS,213.81575,5.415796,0.0,0.8706422018348624,0.0991548887621939
1,up,5,PCLAF,198.23883,4.893529,0.0,0.664105504587156,0.0710139129941758
1,up,6,TK1,198.19746,4.7074556,0.0,0.685665137614679,0.0711367580865144
1,up,7,PCNA,181.32835,4.715972,0.0,0.8352064220183486,0.14385790287678
1,up,8,CENPU,179.35457,4.2662935,0.0,0.6189220183486238,0.0712438538080403
1,up,9,CENPM,178.63791,4.193206,0.0,0.6714449541284404,0.0823597597275988
1,up,10,ASF1B,175.0107,4.1144133,0.0,0.5884174311926605,0.0657189745269676
1,up,11,TUBA1B,168.37044,5.8290677,0.0,0.9825688073394496,0.3870155887272303
1,up,12,UBE2C,167.82593,4.3154845,0.0,0.4990825688073395,0.0527855912156309
1,up,13,CKS1B,167.73431,4.1868296,0.0,0.6138761467889908,0.0832354247447814
1,up,14,BIRC5,167.45122,4.2254195,0.0,0.502408256880734,0.0536077083720505
1,up,15,DUT,164.64252,4.6876554,0.0,0.9155963302752294,0.2533475287662258
1,up,16,MKI67,161.77223,4.033705,0.0,0.6547018348623853,0.0922566643462593
1,up,17,TUBB,160.94156,5.162654,0.0,0.967775229357798,0.3709764294916418
1,up,18,MCM7,158.94983,4.123076,0.0,0.7986238532110091,0.1507750265376898
1,up,19,HMGN2,151.07799,4.347248,0.0,0.985091743119266,0.4998724300964176
1,up,20,TOP2A,149.91505,3.774099,0.0,0.523394495412844,0.0692877819531109
1,up,21,ATAD2,148.91612,3.7676868,0.0,0.6036697247706422,0.0984776658172506
1,up,22,HMGB2,144.16844,4.3387523,0.0,0.9618119266055046,0.3867132008076277
1,up,23,CENPF,129.14963,3.5104363,0.0,0.4607798165137615,0.0724313563673131
1,up,24,NUSAP1,128.9141,3.4405985,0.0,0.4637614678899082,0.0721636170634983
1,up,25,CDK1,128.1382,3.1555605,0.0,0.434288990825688,0.0617375335855332
1,up,26,HELLS,123.42789,3.048706,0.0,0.5527522935779816,0.1035143146031316
1,up,27,TPX2,123.10862,3.1569092,0.0,0.4413990825688073,0.0693791283038242
1,up,28,SMC4,120.411316,3.2398055,0.0,0.7068807339449541,0.1819524809983841
1,up,29,KNL1,120.17709,3.385136,0.0,0.3488532110091743,0.0481111779584405
1,up,30,FABP5,118.86918,3.248949,0.0,0.5311926605504587,0.1118488816371786
1,up,31,GTSE1,115.28707,3.3043652,0.0,0.3248853211009174,0.0449203554318005
1,up,32,CCNB2,114.20996,3.482115,0.0,0.2811926605504587,0.0347651611318127
1,up,33,CCDC34,111.05368,3.2219582,0.0,0.3256880733944954,0.0485994084536322
1,up,34,MT2A,110.12465,3.23276,0.0,0.918348623853211,0.4169771917611891
1,up,35,ACTB,108.17577,2.1859264,0.0,0.9978211009174311,0.9301263414526588
1,up,36,AURKB,105.430504,2.9593544,0.0,0.3221330275229357,0.0503160898722096
1,up,37,PTTG1,105.211266,2.8794026,0.0,0.4652522935779816,0.1009534669089969
1,up,38,H2AC14,102.381516,3.7227666,0.0,0.1599770642201834,0.0136578543687179
1,up,39,H3C7,102.001274,4.5194283,0.0,0.0939220183486238,0.0042019321328112
1,up,40,ASPM,101.524376,2.9993296,0.0,0.3088302752293578,0.0503885369779477
1,up,41,H2AC16,99.86791,3.7099857,0.0,0.1469036697247706,0.0120388190491789
1,up,42,CKS2,99.79973,2.7188,0.0,0.5564220183486238,0.1538808024619416
1,up,43,VIM,98.89194,2.899904,0.0,0.9662844036697248,0.6057648996922573
1,up,44,ATAD5,98.002396,2.6554284,0.0,0.3979357798165137,0.0829739851892917
1,up,45,TUBB4B,97.99253,2.8000534,0.0,0.715711009174312,0.2712545633801929
1,up,46,LMNB1,94.90278,2.5109134,0.0,0.5707568807339449,0.1580102874890148
1,up,47,IFITM1,90.11143,3.0565965,0.0,0.9543577981651375,0.5907148009437023
1,up,48,HMMR,89.78596,2.7344527,0.0,0.2626146788990826,0.045269991463841
1,up,49,NUF2,88.29664,2.6710408,0.0,0.2736238532110092,0.0501680457865708
1,up,50,CRIP1,87.3562,2.7426434,0.0,0.8541284403669724,0.4654569049966454
1,down,1,BTG1,-78.094444,-1.7694918,0.0,0.7410550458715597,0.8652294840821109
1,down,2,MALAT1,-65.54255,-0.3712135,0.0,0.9950688073394496,0.9088835901005756
1,down,3,ZFP36L2,-46.451508,-1.0573219,0.0,0.7040137614678899,0.7572927461547911
1,down,4,MCL1,-45.216595,-1.646106,0.0,0.355045871559633,0.5040775121033915
1,down,5,JUNB,-44.71685,-1.2336688,0.0,0.6247706422018349,0.7106998075426887
1,down,6,DUSP2,-43.54161,-1.7932237,0.0,0.3060779816513762,0.4844443464483594
1,down,7,JUND,-41.153168,-1.7211107,0.0,0.3245412844036697,0.4726071193455821
1,down,8,BTG2,-39.605312,-1.4879164,0.0,0.3331422018348624,0.4749096773583895
1,down,9,KLRB1,-38.516834,-0.97162044,0.0,0.6405963302752293,0.664774642253042
1,down,10,SOCS1,-35.36826,-2.4729707,6.109503878557086e-273,0.0636467889908256,0.2139111042513851
1,down,11,RGS1,-35.287334,-1.9824175,1.0619728329856343e-271,0.1559633027522936,0.3054306980436131
1,down,12,TSC22D3,-34.59639,-0.7218746,3.1986229717776547e-261,0.7057339449541284,0.6983806496930448
1,down,13,NEAT1,-33.15428,-0.75360256,5.226731011828971e-240,0.6381880733944955,0.629118066733234
1,down,14,DUSP1,-31.594604,-1.0413649,4.44576153522628e-218,0.5340596330275229,0.6192274618628986
1,down,15,XIST,-31.50914,-1.6182693,6.577081894242892e-217,0.1913990825688073,0.3223707212896844
1,down,16,RHOB,-31.057863,-2.207169,8.890004780906548e-211,0.0704128440366972,0.1967757888072371
1,down,17,NR4A2,-30.30849,-1.2724617,8.398333695167223e-201,0.3100917431192661,0.4065164596674362
1,down,18,IER2,-29.805817,-0.59689486,3.040930491215524e-194,0.6918577981651376,0.6750873302611561
1,down,19,METRNL,-28.491047,-1.7900637,1.3503394907814714e-177,0.1104357798165137,0.2253703464546591
1,down,20,IL2RB,-28.3026,-0.72135663,2.8284914404819383e-175,0.5861238532110091,0.5551243727813074
1,down,21,CD69,-27.58247,-0.75058454,1.5240440197560606e-166,0.6005733944954128,0.6102786693671588
1,down,22,ZFP36,-26.841675,-0.6339677,8.791989001695693e-158,0.7214449541284403,0.707080602129945
1,down,23,ID2,-26.83271,-0.48504192,1.1140244059611142e-157,0.689908256880734,0.6468046101558242
1,down,24,CEBPD,-26.288881,-1.4677317,2.0894030913013096e-151,0.152637614678899,0.256670646007692
1,down,25,FOSL2,-26.242155,-1.3349725,7.084250461431591e-151,0.1916284403669724,0.2908184318036494
1,down,26,SPRY1,-25.889572,-3.1977797,7.010041059492586e-147,0.0155963302752293,0.0974539567144292
1,down,27,IER5,-25.88079,-1.5652099,8.767110711329145e-147,0.1201834862385321,0.2234111247255672
1,down,28,YPEL5,-25.259604,-0.9861577,6.8595760049126835e-140,0.3262614678899082,0.3941941519436298
1,down,29,NR4A1,-24.942318,-1.9648513,1.9452522503948688e-136,0.0605504587155963,0.1530334863122218
1,down,30,CCL3,-24.813581,-1.2843214,4.791987134486113e-135,0.3136467889908257,0.3845649866287842
1,down,31,C1QA,-24.811403,-4.3583727,5.0395352726921005e-135,0.005045871559633,0.0750992997829736
1,down,32,ITGAD,-24.772028,-3.8377094,1.3249557766117744e-134,0.0090596330275229,0.0814588957171161
1,down,33,HSPA1B,-24.443296,-2.813731,4.3445240035884126e-131,0.0379587155963302,0.1202873945185889
1,down,34,SPRY2,-24.424929,-3.4057827,6.785374780179274e-131,0.0118119266055045,0.0842055859868398
1,down,35,BIRC3,-24.138187,-1.8076601,7.04671987412162e-128,0.0711009174311926,0.1611507120290544
1,down,36,PPP1R16B,-24.11209,-1.7106318,1.3147085398427015e-127,0.0860091743119266,0.1767457390077266
1,down,37,SPP1,-23.687855,-5.827767,3.3522181763038213e-123,0.0017201834862385,0.0637723522945258
1,down,38,C1QB,-23.40386,-4.223151,2.6646912118228114e-120,0.0051605504587155,0.0684152668100909
1,down,39,PHLDA1,-23.297073,-1.7946156,3.1857275756296823e-119,0.0590596330275229,0.1436122126921029
1,down,40,CSF1,-23.274834,-4.997445,5.334157476800467e-119,0.0028669724770642,0.0638479492744264
1,down,41,REL,-23.271023,-0.8035622,5.810534013773129e-119,0.4025229357798165,0.4394137454208704
1,down,42,APOE,-23.030727,-4.645891,1.524979899957184e-116,0.0033256880733944,0.0635361117323363
1,down,43,ATP8B4,-22.188763,-1.7592232,2.8634269940490324e-108,0.0737385321100917,0.1536729107672148
1,down,44,CXCR4,-22.084301,-0.6505138,2.8959122974845467e-107,0.5792431192660551,0.548071804531409
1,down,45,ELL2,-21.96612,-1.8443515,3.918769292647302e-106,0.0620412844036697,0.1388842515741496
1,down,46,ZNF331,-21.937471,-1.3880146,7.335767507369036e-106,0.1373853211009174,0.2184028248071489
1,down,47,APOC1,-21.75276,-4.0796638,4.1430226882552563e-104,0.0049311926605504,0.0604523849272221
1,down,48,CCND2,-21.63206,-1.0834457,5.676513069197166e-103,0.2423165137614679,0.3119131390700941
1,down,49,ID3,-21.61982,-2.9256895,7.354257588439427e-103,0.0144495412844036,0.0752347443719623
1,down,50,B3GNT7,-21.52626,-1.8588667,5.523994638980695e-102,0.0544724770642201,0.1281935786665322
2,up,1,IFITM1,184.37689,3.015415,0.0,0.93066576144609,0.5446590147603195
2,up,2,FGFBP2,162.3129,2.6389642,0.0,0.8524419739466202,0.44304967766673
2,up,3,MT-ND5,151.62506,2.3504496,0.0,0.8979929562523868,0.5373379822904834
2,up,4,MT-ND2,151.24197,2.5113482,0.0,0.9450078499596894,0.5611752353444971
2,up,5,MT-CO1,145.43198,3.0296547,0.0,0.9974540671277634,0.6707828810394935
2,up,6,NKG7,143.4045,1.5524019,0.0,0.999002842958374,0.8808137347299316
2,up,7,MT-ND1,140.39478,2.3984418,0.0,0.93611830101413,0.5504929065179764
2,up,8,MT-ATP6,138.43689,2.5444307,0.0,0.9770229558280646,0.6262869142367743
2,up,9,KLF2,136.08183,2.0492346,0.0,0.6614333602070692,0.3849938543462135
2,up,10,CRIP1,126.158676,1.8586775,0.0,0.7371748631561081,0.4317079900666167
2,up,11,MT-CYB,125.90622,2.470582,0.0,0.9721008189417406,0.6237784841198456
2,up,12,MT-ND4,125.527115,2.2605288,0.0,0.963041541138032,0.6197399116315905
2,up,13,SPON2,120.40819,1.9195586,0.0,0.7583485382102092,0.4380543182624463
2,up,14,MT-CO2,119.881645,2.7655287,0.0,0.9978996053804048,0.662734403835748
2,up,15,ENSG00000273149.1,119.72206,2.5366218,0.0,0.1700895319726736,0.0347095058751016
2,up,16,MIR142HG,118.94306,1.87176,0.0,0.4024059065642636,0.1710104314858148
2,up,17,S100A4,118.90575,1.5416569,0.0,0.9331904782110578,0.7406892449267001
2,up,18,GZMH,116.73084,1.7662044,0.0,0.7420757839351636,0.475730938618715
2,up,19,MT-ND3,115.81377,2.2423687,0.0,0.9504179573131922,0.5788596676688442
2,up,20,PRSS23,112.35676,1.7042125,0.0,0.4412525989731404,0.1915473072002694
2,up,21,MT-CO3,110.54849,2.464942,0.0,0.9885433020749352,0.6568037583450095
2,up,22,B2M,109.54036,0.7316694,0.0,0.999766622820045,0.9891958331392288
2,up,23,CCL5,109.49051,1.8601176,0.0,0.8615861161794034,0.640832225443365
2,up,24,ENSG00000272256.1,107.61459,2.0810325,0.0,0.222747910213434,0.0698884465292285
2,up,25,ASCL2,105.40979,1.9293402,0.0,0.2312343531208893,0.0739556867902486
2,up,26,CLIC3,104.490005,1.5866468,0.0,0.6801459668180082,0.4133319477243163
2,up,27,FCRL6,102.46365,1.5598245,0.0,0.4227521534348877,0.196331241780412
2,up,28,ADGRG1,101.8781,1.5288819,0.0,0.5117112912122884,0.2613318330532253
2,up,29,TRBC1,100.649185,1.5115397,0.0,0.6207408664658208,0.3832343697927678
2,up,30,JUN,100.12345,1.5611668,0.0,0.748504264437561,0.5517077033888891
2,up,31,S1PR5,90.88849,1.3651373,0.0,0.4980481181312852,0.2713261353333883
2,up,32,S100A6,89.956116,1.2413288,0.0,0.8333050451903085,0.6324110671936759
2,up,33,ENSG00000282885.3,88.75009,2.3823829,0.0,0.0983154410828701,0.0206192955611537
2,up,34,MT-ATP8,86.52807,1.4695715,0.0,0.4892222175075317,0.2935293253398027
2,up,35,ENSG00000251131.3,86.475525,2.1623917,0.0,0.1239444986633852,0.0337276346579038
2,up,36,FCGR3A,86.22455,1.3515108,0.0,0.7570967878813595,0.513414725918175
2,up,37,HLA-B,84.90207,1.1037138,0.0,0.97600458267917,0.8628067899619793
2,up,38,LINC00299,83.27357,1.4346695,0.0,0.2219629142444944,0.0884544128660964
2,up,39,TXNIP,83.16872,1.4182788,0.0,0.8798319684304324,0.646859624667185
2,up,40,JUNB,82.09814,1.1493063,0.0,0.8476683498111767,0.6848802582966326
2,up,41,TUBA1A,81.32044,1.2564522,0.0,0.4479993210845674,0.2683948555681773
2,up,42,RPS26,79.52495,1.419081,0.0,0.9213731064624264,0.6811176131212396
2,up,43,DUSP1,77.756874,1.1479032,0.0,0.7372172953706454,0.5966372702546773
2,up,44,MT-ND4L,76.57085,1.3684586,0.0,0.6644672635464844,0.4617589828674223
2,up,45,KLRF1,76.151634,1.2366909,0.0,0.7332498833114101,0.4792355738392239
2,up,46,AKR1C3,74.816,1.2450197,0.0,0.2841048924343361,0.1392357888475197
2,up,47,LINC00861,74.24195,1.1397201,0.0,0.3921797428607799,0.2192045409752059
2,up,48,GNLY,73.227974,1.4984574,0.0,0.9679212458098188,0.8126525215097883
2,up,49,RPS19,73.0984,1.5768319,0.0,0.9952051597572876,0.7895857148488312
2,up,50,DCTN6-DT,72.73155,1.4983763,0.0,0.1775576017312343,0.0748013860868131
2,down,1,COTL1,-113.42063,-2.7191887,0.0,0.1286756905842916,0.3796723990267291
2,down,2,CAPG,-94.198944,-3.6602356,0.0,0.0229133958501294,0.2014771069917114
2,down,3,RGS1,-93.71193,-2.223253,0.0,0.1296516315186489,0.3304498331893972
2,down,4,TYMS,-82.008644,-5.2617483,0.0,0.0064921288242033,0.1389132764039145
2,down,5,IRF8,-77.93407,-1.9796227,0.0,0.0811728264098103,0.2399850927581622
2,down,6,MKI67,-76.79877,-4.94664,0.0,0.0060890227860992,0.1243858825553019
2,down,7,HLA-DRA,-75.51117,-1.8468201,0.0,0.1523316501888233,0.306867006618672
2,down,8,CD82,-73.92761,-3.344692,0.0,0.0163364025968515,0.1351470477569259
2,down,9,AREG,-73.07735,-1.7026838,0.0,0.1608393092035473,0.3118838668525294
2,down,10,NR4A1,-71.77512,-2.4513383,0.0,0.042177621250053,0.1688675154716386
2,down,11,DUSP4,-71.50335,-5.095571,0.0,0.0042007892391903,0.107410977606886
2,down,12,CENPM,-71.09146,-4.227597,0.0,0.0081257690838884,0.1133057883816684
2,down,13,SPRY1,-70.53345,-4.161274,0.0,0.0068528026477701,0.1101989185082724
2,down,14,ENTPD1,-69.37088,-4.3120604,0.0,0.0066194254678151,0.1065724452535127
2,down,15,TK1,-69.3669,-5.110948,0.0,0.0040522764883099,0.1016702561107149
2,down,16,ITM2C,-69.335594,-3.9732344,0.0,0.0090592778037085,0.1107651070203792
2,down,17,HELLS,-69.23645,-3.0754843,0.0,0.0218313743794288,0.1313485678655768
2,down,18,BIRC3,-67.69899,-2.0488236,0.0,0.0539313446768786,0.1764465578963588
2,down,19,GZMK,-67.241356,-1.7507943,0.0,0.0793270250774387,0.2122131878921661
2,down,20,TOP2A,-66.78496,-5.252732,0.0,0.0036703865574744,0.0945606484650199
2,down,21,PCLAF,-66.52497,-4.070573,0.0,0.006980099291382,0.1003622889783164
2,down,22,SMC4,-66.500244,-1.7914072,0.0,0.0883650867738787,0.2141625964401793
2,down,23,NUSAP1,-66.318436,-4.7594867,0.0,0.004922136886324,0.0957575279779544
2,down,24,AIF1,-65.898384,-2.4502907,0.0,0.0327576696227776,0.1408626849519277
2,down,25,CENPF,-65.67622,-4.3751974,0.0,0.005685916747995,0.0958399478246535
2,down,26,PDE4B,-65.15717,-2.3863437,0.0,0.0319514575465693,0.1383470878918078
2,down,27,TPX2,-65.03158,-4.8031626,0.0,0.0044978147409513,0.0919626315582009
2,down,28,XIST,-64.88089,-1.358731,0.0,0.2075783935163576,0.3376669449829605
2,down,29,HSPA1B,-64.72235,-2.8882031,0.0,0.0305511944668392,0.1328715432937121
2,down,30,ITGAD,-64.29427,-4.328717,0.0,0.0053464590316968,0.0920522183480912
2,down,31,XCL1,-64.030464,-1.7722083,0.0,0.1187041201680315,0.2398130861215728
2,down,32,TOX2,-63.933308,-4.8082857,0.0,0.0040310603810412,0.0885619170139647
2,down,33,CDK1,-63.90735,-6.2488728,0.0,0.0014214791869987,0.0835665576096811
2,down,34,CENPU,-63.430218,-3.5267987,0.0,0.010204947596215,0.0986673069135917
2,down,35,H1-5,-63.341423,-3.6261814,0.0,0.0175669368184325,0.1095718109790402
2,down,36,C1QA,-62.31446,-4.7550764,0.0,0.0041159248101158,0.0848996090432489
2,down,37,ID3,-62.13817,-4.443266,0.0,0.0044129503118767,0.0852973743903618
2,down,38,SAMSN1,-62.131798,-1.4538279,0.0,0.1130394195273051,0.2368603055267882
2,down,39,ASF1B,-61.9362,-3.7520287,0.0,0.0082954979420375,0.0917512067340598
2,down,40,PTP4A1,-61.314636,-1.9760908,0.0,0.0411380319938897,0.144363736700841
2,down,41,DUSP10,-61.050682,-1.6680199,0.0,0.0741290787966224,0.1865483643243901
2,down,42,UBE2C,-60.56972,-6.1854296,0.0,0.0011881020070437,0.0754464109740234
2,down,43,BIRC5,-60.02636,-5.1889615,0.0,0.002227691263207,0.076310027628566
2,down,44,C1QB,-59.526188,-4.853935,0.0,0.0034794415920566,0.0774065699368233
2,down,45,ITGA1,-59.498753,-4.5604258,0.0,0.0038401154156235,0.0781841832730712
2,down,46,ADAM19,-59.462692,-4.554067,0.0,0.0038613315228921,0.0781304311991371
2,down,47,BANK1,-59.390507,-4.5449014,0.0,0.00498578520813,0.0798433306218398
2,down,48,SPP1,-59.1441,-6.2573442,0.0,0.0012729664361183,0.072389709702966
2,down,49,CLSPN,-57.99189,-3.439755,0.0,0.0084227945856494,0.0834303856890478
2,down,50,APOE,-57.873222,-5.2362723,0.0,0.0025247167649679,0.0719596931114925
3,up,1,HSPA1B,191.79729,5.5625925,0.0,0.6327903395737093,0.0978512301898335
