parent_cluster,child_cluster,child_annotation,child_free_label,flow_cells,parent_fraction,child_fraction,gene,parent_selected_mass50,child_selected_mass50,parent_rank,child_rank,parent_mean_abs_attr,child_mean_abs_attr,parent_attribution_share,child_attribution_share,log2_child_parent_attribution_change,gene_status,taxonomy_tier,taxonomy_categories,displayed_in_parent_heatmap,n_sibling_children_selected,child_selection_scope
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,SCGB3A1,True,True,28,14,5.0991,8.39745,0.005099100325709418,0.008397449654059898,0.719708517334722,inherited_stable,not_in_taxonomy,,False,1,child_exclusive
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,SCGB3A2,True,False,62,46,2.743457,3.7060363,0.002743457175240686,0.0037060361473266797,0.4338818969858892,parent_not_retained,not_in_taxonomy,,False,0,not_selected_in_children
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,SFTPC,True,True,7,7,12.864801,20.877914,0.01286480182175028,0.02087791313991656,0.698548280939791,inherited_stable,not_in_taxonomy,,True,2,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,SPON2,True,True,32,44,4.813896,3.7992291,0.004813896307491766,0.003799228943487523,-0.34149841389504487,inherited_stable,core,NK1; adaptive_NK_CMV,True,2,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,SYNE2,True,False,68,103,2.5421767,1.6133276,0.0025421768623837336,0.0016133275335375962,-0.6560250431796006,parent_not_retained,not_in_taxonomy,,True,1,child_exclusive
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,TMSB4X,True,True,2,5,31.025919,25.832012,0.03102592098180738,0.025832010935828275,-0.2643140795096318,inherited_stable,support,adaptive_NK_nonCMV,True,4,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,TRBC1,True,False,65,74,2.6697016,2.282889,0.002669701770529496,0.002282888905954444,-0.22581793468388653,parent_not_retained,not_in_taxonomy,,False,1,child_exclusive
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,TRDC,True,False,59,59,2.9492562,2.8473506,0.0029492563883862883,0.002847350482700968,-0.05073115945128097,parent_not_retained,not_in_taxonomy,,False,2,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,TSC22D3,True,True,15,21,6.9724894,6.980308,0.006972489845373785,0.00698030771244027,0.0016167079295898302,inherited_stable,not_in_taxonomy,,False,4,sibling_shared
0,1,NK1_Cytotoxic_activated,NK1_cytotoxic_activated_lung,31564,0.566444735567001,0.9992402178042294,TXNIP,True,True,14,18,7.354313,7.963432,0.007354313469763098,0.00796343167193964,0.11479959238008411,inherited_stable,support,Metabolic_stress_hypoxia,True,4,sibling_shared
