leiden_resolution	cluster	dataset_id	n_cells	cluster_percentage	median_mt_percentage
leiden_0_5	8	74cff64f-9da9-4b2a-9b3b-8a04a1598040	55	0.503248	2.551440
leiden_0_5	8	86282760-5099-4c71-8cdd-412dcbbbd0b9	13	0.118950	2.037006
leiden_0_5	8	8d73847b-33e7-48f0-837f-e3e6579bf12d	1	0.009150	3.029699
leiden_0_5	8	965386e9-1e4f-466d-bf59-ebdca4b66b9b	5	0.045750	3.891493
leiden_0_5	8	99950e99-2758-41d2-b2c9-643edcdf6d82	75	0.686248	5.250511
leiden_0_5	8	9dbab10c-118d-496b-966a-67f1763a6b7d	653	5.974929	3.704923
leiden_0_5	8	9ea768a2-87ab-46b6-a73d-c4e915f25af3	3	0.027450	4.642002
leiden_0_5	8	9f222629-9e39-47d0-b83f-e08d610c7479	265	2.424742	3.150093
leiden_0_5	8	a199ca73-035d-44e2-9893-4c493151db21	22	0.201299	4.389539
leiden_0_5	8	b0e547f0-462b-4f81-b31b-5b0a5d96f537	296	2.708391	3.609351
leiden_0_5	8	b252b015-b488-4d5c-b16e-968c13e48a2c	16	0.146399	5.041819
leiden_0_5	8	be39785b-67cb-4177-be19-a40ee3747e45	18	0.164699	2.661555
leiden_0_5	8	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	5	0.045750	17.738478
leiden_0_5	8	c2a461b1-0c15-4047-9fcb-1f966fe55100	156	1.427395	3.020901
leiden_0_5	8	c7775e88-49bf-4ba2-a03b-93f00447c958	2261	20.688078	2.507238
leiden_0_5	8	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	3	0.027450	3.595269
leiden_0_5	8	cf83c98a-3791-4537-bbde-a719f6d73c13	5	0.045750	5.294688
leiden_0_5	8	d7d7e89c-c93a-422d-8958-9b4a90b69558	3	0.027450	4.355109
leiden_0_5	8	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	3	0.027450	3.139129
leiden_0_5	8	d8da613f-e681-4c69-b463-e94f5e66847f	1	0.009150	1.628053
leiden_0_5	8	de2c780c-1747-40bd-9ccf-9588ec186cee	25	0.228749	7.511784
leiden_0_5	8	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	54	0.494098	8.871559
leiden_0_5	8	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	1	0.009150	3.186163
leiden_0_5	8	eb499fd8-7000-419f-8854-926b9b61b11f	6	0.054900	3.460314
leiden_0_5	8	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	2291	20.962577	2.045119
leiden_0_5	8	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	336	3.074389	6.002172
leiden_0_5	8	f801b7a9-80a6-4d09-9161-71474deb58ae	1	0.009150	0.846979
leiden_0_5	8	fa8605cf-f27e-44af-ac2a-476bee4410d3	4	0.036600	2.513326
leiden_0_5	8	fd072bc3-2dfb-46f8-b4e3-467cb3223182	128	1.171196	3.019689
leiden_0_5	9	01ad3cd7-3929-4654-84c0-6db05bd5fd59	41	0.299379	5.598958
leiden_0_5	9	093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	7	0.051114	1.203852
leiden_0_5	9	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	53	0.387003	3.168790
leiden_0_5	9	1b9d8702-5af8-4142-85ed-020eb06ec4f6	14	0.102227	7.805045
leiden_0_5	9	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	13	0.094925	0.000000
leiden_0_5	9	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	2	0.014604	4.624945
leiden_0_5	9	242c6e7f-9016-4048-af70-d631f5eea188	16	0.116831	2.753442
leiden_0_5	9	29244e1d-02e6-4133-b411-516ef7474638	732	5.345016	2.288259
leiden_0_5	9	30cd5311-6c09-46c9-94f1-71fe4b91813c	6	0.043812	3.811455
leiden_0_5	9	34f5307e-7b4d-4a48-b68f-2ba844c6414b	95	0.693684	1.494886
leiden_0_5	9	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	205	1.496897	7.333994
leiden_0_5	9	3faad104-2ab8-4434-816d-474d8d2641db	8	0.058415	1.167583
leiden_0_5	9	460dfe21-0550-4521-92fe-db0f3036d8b0	8	0.058415	7.785090
leiden_0_5	9	4c6f9f26-5470-455b-8933-c408232fbf56	2	0.014604	2.061275
leiden_0_5	9	53d208b0-2cfd-4366-9866-c3c6114081bc	286	2.088353	9.404815
leiden_0_5	9	576f193c-75d0-4a11-bd25-8676587e6dc2	15	0.109529	0.000000
leiden_0_5	9	59b69042-47c2-47fd-ad03-d21beb99818f	1	0.007302	7.102804
leiden_0_5	9	5af90777-6760-4003-9dba-8f945fec6fdf	29	0.211756	3.817204
leiden_0_5	9	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	1	0.007302	7.386189
leiden_0_5	9	5bc42b88-bb76-4954-927b-8bb7369adc64	565	4.125593	0.000000
leiden_0_5	9	5e717147-0f75-4de1-8bd2-6fda01b8d75f	1	0.007302	5.549672
leiden_0_5	9	644a578d-ffdc-446b-9679-e7ab4c919c13	29	0.211756	3.408339
leiden_0_5	9	6c87755e-a671-41a8-9c7e-4e43b850a57b	244	1.781672	3.609106
leiden_0_5	9	6e00ccf7-0749-46ef-a999-dba785630d52	3	0.021906	2.014893
leiden_0_5	9	74cff64f-9da9-4b2a-9b3b-8a04a1598040	1772	12.939029	3.041071
leiden_0_5	9	86282760-5099-4c71-8cdd-412dcbbbd0b9	54	0.394304	2.583629
leiden_0_5	9	8d73847b-33e7-48f0-837f-e3e6579bf12d	682	4.979920	3.607162
leiden_0_5	9	965386e9-1e4f-466d-bf59-ebdca4b66b9b	4	0.029208	6.091124
leiden_0_5	9	99950e99-2758-41d2-b2c9-643edcdf6d82	675	4.928806	5.675302
leiden_0_5	9	9dbab10c-118d-496b-966a-67f1763a6b7d	1	0.007302	3.026775
leiden_0_5	9	9ea768a2-87ab-46b6-a73d-c4e915f25af3	1	0.007302	3.645351
leiden_0_5	9	9f222629-9e39-47d0-b83f-e08d610c7479	5	0.036510	2.951056
leiden_0_5	9	a12ccb9b-4fbe-457d-8590-ac78053259ef	3	0.021906	0.000000
leiden_0_5	9	a199ca73-035d-44e2-9893-4c493151db21	11	0.080321	6.119674
leiden_0_5	9	b0e547f0-462b-4f81-b31b-5b0a5d96f537	584	4.264330	3.328550
leiden_0_5	9	b252b015-b488-4d5c-b16e-968c13e48a2c	821	5.994889	7.086145
leiden_0_5	9	be39785b-67cb-4177-be19-a40ee3747e45	114	0.832421	1.875107
leiden_0_5	9	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	3	0.021906	24.640000
leiden_0_5	9	c2a461b1-0c15-4047-9fcb-1f966fe55100	15	0.109529	7.216495
leiden_0_5	9	c7775e88-49bf-4ba2-a03b-93f00447c958	5	0.036510	3.263598
leiden_0_5	9	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	401	2.928076	2.880076
leiden_0_5	9	cf83c98a-3791-4537-bbde-a719f6d73c13	706	5.155166	5.639011
leiden_0_5	9	d7d7e89c-c93a-422d-8958-9b4a90b69558	6	0.043812	6.354721
leiden_0_5	9	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	3	0.021906	2.682563
leiden_0_5	9	d8da613f-e681-4c69-b463-e94f5e66847f	8	0.058415	1.623805
leiden_0_5	9	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	2315	16.903980	23.047722
leiden_0_5	9	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	1235	9.017890	5.335068
leiden_0_5	9	eb499fd8-7000-419f-8854-926b9b61b11f	1	0.007302	12.585034
leiden_0_5	9	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	39	0.284775	2.962206
leiden_0_5	9	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	1	0.007302	1.471269
leiden_0_5	9	f801b7a9-80a6-4d09-9161-71474deb58ae	20	0.146039	3.455057
leiden_0_5	9	fa8605cf-f27e-44af-ac2a-476bee4410d3	1	0.007302	3.277635
leiden_0_5	9	fd072bc3-2dfb-46f8-b4e3-467cb3223182	1833	13.384447	3.451787
leiden_0_5	10	01ad3cd7-3929-4654-84c0-6db05bd5fd59	4412	6.516024	4.566412
leiden_0_5	10	19e46756-9100-4e01-8b0e-23b557558a4c	3	0.004431	0.000000
leiden_0_5	10	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	9	0.013292	4.994220
leiden_0_5	10	1b9d8702-5af8-4142-85ed-020eb06ec4f6	1941	2.866637	6.685894
leiden_0_5	10	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	124	0.183134	0.000000
leiden_0_5	10	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	217	0.320484	2.968338
leiden_0_5	10	242c6e7f-9016-4048-af70-d631f5eea188	1876	2.770639	2.469799
leiden_0_5	10	29244e1d-02e6-4133-b411-516ef7474638	23	0.033968	2.937936
leiden_0_5	10	2a498ace-872a-4935-984b-1afa70fd9886	2537	3.746862	2.270577
leiden_0_5	10	30cd5311-6c09-46c9-94f1-71fe4b91813c	600	0.886132	2.835222
leiden_0_5	10	3241c34f-581a-4de3-81fe-28e3de182680	106	0.156550	6.776724
leiden_0_5	10	3c75a463-6a87-4132-83a8-c3002624394d	182	0.268793	3.493642
leiden_0_5	10	3faad104-2ab8-4434-816d-474d8d2641db	14847	21.927337	3.327392
leiden_0_5	10	460dfe21-0550-4521-92fe-db0f3036d8b0	1	0.001477	5.372360
leiden_0_5	10	53d208b0-2cfd-4366-9866-c3c6114081bc	42	0.062029	5.926767
leiden_0_5	10	576f193c-75d0-4a11-bd25-8676587e6dc2	1	0.001477	0.000000
leiden_0_5	10	59b69042-47c2-47fd-ad03-d21beb99818f	619	0.914193	6.625183
leiden_0_5	10	5af90777-6760-4003-9dba-8f945fec6fdf	927	1.369074	4.911243
leiden_0_5	10	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	98	0.144735	6.177574
leiden_0_5	10	5bc42b88-bb76-4954-927b-8bb7369adc64	6	0.008861	0.000000
leiden_0_5	10	5e717147-0f75-4de1-8bd2-6fda01b8d75f	556	0.821149	3.669473
leiden_0_5	10	644a578d-ffdc-446b-9679-e7ab4c919c13	543	0.801949	3.189342
leiden_0_5	10	6c87755e-a671-41a8-9c7e-4e43b850a57b	8	0.011815	4.979009
leiden_0_5	10	6e00ccf7-0749-46ef-a999-dba785630d52	2	0.002954	4.861967
leiden_0_5	10	74cff64f-9da9-4b2a-9b3b-8a04a1598040	240	0.354453	3.257440
leiden_0_5	10	86282760-5099-4c71-8cdd-412dcbbbd0b9	3	0.004431	3.343877
leiden_0_5	10	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	2	0.002954	0.000000
leiden_0_5	10	8d73847b-33e7-48f0-837f-e3e6579bf12d	4	0.005908	3.203768
leiden_0_5	10	965386e9-1e4f-466d-bf59-ebdca4b66b9b	60	0.088613	5.744681
leiden_0_5	10	99950e99-2758-41d2-b2c9-643edcdf6d82	6	0.008861	6.580057
leiden_0_5	10	9dbab10c-118d-496b-966a-67f1763a6b7d	4711	6.957613	3.542958
leiden_0_5	10	9ea768a2-87ab-46b6-a73d-c4e915f25af3	14	0.020676	4.266221
leiden_0_5	10	9f222629-9e39-47d0-b83f-e08d610c7479	855	1.262738	4.113475
leiden_0_5	10	a199ca73-035d-44e2-9893-4c493151db21	461	0.680845	4.991511
leiden_0_5	10	b0e547f0-462b-4f81-b31b-5b0a5d96f537	14236	21.024959	3.698227
leiden_0_5	10	b252b015-b488-4d5c-b16e-968c13e48a2c	17	0.025107	8.242507
leiden_0_5	10	be39785b-67cb-4177-be19-a40ee3747e45	2	0.002954	4.871302
leiden_0_5	10	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	58	0.085659	19.185579
leiden_0_5	10	c2a461b1-0c15-4047-9fcb-1f966fe55100	607	0.896470	2.538071
leiden_0_5	10	c7775e88-49bf-4ba2-a03b-93f00447c958	8446	12.473785	2.403908
leiden_0_5	10	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	2	0.002954	0.000000
leiden_0_5	10	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	44	0.064983	3.865662
leiden_0_5	10	cf83c98a-3791-4537-bbde-a719f6d73c13	18	0.026584	6.728478
leiden_0_5	10	d7d7e89c-c93a-422d-8958-9b4a90b69558	61	0.090090	7.479508
leiden_0_5	10	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	1	0.001477	3.531941
leiden_0_5	10	de2c780c-1747-40bd-9ccf-9588ec186cee	897	1.324767	7.593386
leiden_0_5	10	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	33	0.048737	7.956318
leiden_0_5	10	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	1120	1.654113	9.588942
leiden_0_5	10	eb499fd8-7000-419f-8854-926b9b61b11f	28	0.041353	6.636676
leiden_0_5	10	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	5210	7.694580	2.132484
leiden_0_5	10	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	611	0.902378	5.774519
leiden_0_5	10	f801b7a9-80a6-4d09-9161-71474deb58ae	3	0.004431	18.755119
leiden_0_5	10	fa8605cf-f27e-44af-ac2a-476bee4410d3	239	0.352976	2.388743
leiden_0_5	10	fd072bc3-2dfb-46f8-b4e3-467cb3223182	41	0.060552	3.634711
leiden_0_5	11	01ad3cd7-3929-4654-84c0-6db05bd5fd59	11	0.812408	6.091603
leiden_0_5	11	19e46756-9100-4e01-8b0e-23b557558a4c	9	0.664697	0.000000
leiden_0_5	11	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	92	6.794682	3.669670
leiden_0_5	11	1b9d8702-5af8-4142-85ed-020eb06ec4f6	17	1.255539	5.735378
leiden_0_5	11	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	230	16.986706	0.000000
leiden_0_5	11	242c6e7f-9016-4048-af70-d631f5eea188	11	0.812408	2.811245
leiden_0_5	11	29244e1d-02e6-4133-b411-516ef7474638	10	0.738552	1.419218
leiden_0_5	11	2a498ace-872a-4935-984b-1afa70fd9886	11	0.812408	2.217125
leiden_0_5	11	30cd5311-6c09-46c9-94f1-71fe4b91813c	1	0.073855	13.899459
leiden_0_5	11	34f5307e-7b4d-4a48-b68f-2ba844c6414b	1	0.073855	1.027146
leiden_0_5	11	350237e0-9f48-4cbd-9140-3b44495549f3	27	1.994092	0.000000
leiden_0_5	11	3c75a463-6a87-4132-83a8-c3002624394d	35	2.584934	3.136456
leiden_0_5	11	3dc61ca1-ce40-46b6-8337-f27260fd9a03	3	0.221566	0.000000
leiden_0_5	11	3faad104-2ab8-4434-816d-474d8d2641db	9	0.664697	2.211765
leiden_0_5	11	456e8b9b-f872-488b-871d-94534090a865	1	0.073855	4.838710
leiden_0_5	11	460dfe21-0550-4521-92fe-db0f3036d8b0	1	0.073855	9.009709
leiden_0_5	11	4c6f9f26-5470-455b-8933-c408232fbf56	1	0.073855	2.279102
leiden_0_5	11	53d208b0-2cfd-4366-9866-c3c6114081bc	8	0.590842	5.222187
leiden_0_5	11	576f193c-75d0-4a11-bd25-8676587e6dc2	5	0.369276	0.000000
leiden_0_5	11	5af90777-6760-4003-9dba-8f945fec6fdf	11	0.812408	2.716049
leiden_0_5	11	5bc42b88-bb76-4954-927b-8bb7369adc64	181	13.367799	0.000000
leiden_0_5	11	644a578d-ffdc-446b-9679-e7ab4c919c13	26	1.920236	2.533122
leiden_0_5	11	74cff64f-9da9-4b2a-9b3b-8a04a1598040	354	26.144756	2.532720
leiden_0_5	11	86282760-5099-4c71-8cdd-412dcbbbd0b9	18	1.329394	2.481926
leiden_0_5	11	8d73847b-33e7-48f0-837f-e3e6579bf12d	9	0.664697	2.886751
leiden_0_5	11	965386e9-1e4f-466d-bf59-ebdca4b66b9b	15	1.107829	5.614806
leiden_0_5	11	9dbab10c-118d-496b-966a-67f1763a6b7d	15	1.107829	4.152098
leiden_0_5	11	9f222629-9e39-47d0-b83f-e08d610c7479	64	4.726736	1.634888
leiden_0_5	11	a199ca73-035d-44e2-9893-4c493151db21	1	0.073855	4.034188
leiden_0_5	11	b0e547f0-462b-4f81-b31b-5b0a5d96f537	23	1.698671	2.992861
leiden_0_5	11	be39785b-67cb-4177-be19-a40ee3747e45	2	0.147710	3.027830
leiden_0_5	11	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	2	0.147710	14.993588
leiden_0_5	11	c2a461b1-0c15-4047-9fcb-1f966fe55100	22	1.624815	2.766510
leiden_0_5	11	c7775e88-49bf-4ba2-a03b-93f00447c958	29	2.141802	2.698890
leiden_0_5	11	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	2	0.147710	2.703119
leiden_0_5	11	d7d7e89c-c93a-422d-8958-9b4a90b69558	43	3.175775	6.485235
leiden_0_5	11	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	9	0.664697	2.819839
leiden_0_5	11	de2c780c-1747-40bd-9ccf-9588ec186cee	1	0.073855	3.823814
leiden_0_5	11	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	8	0.590842	18.558823
leiden_0_5	11	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	9	0.664697	1.960784
leiden_0_5	11	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	4	0.295421	6.307476
leiden_0_5	11	fd072bc3-2dfb-46f8-b4e3-467cb3223182	23	1.698671	2.925532
leiden_0_5	12	19e46756-9100-4e01-8b0e-23b557558a4c	888	99.440090	0.000000
leiden_0_5	12	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	1	0.111982	0.000000
leiden_0_5	12	30cd5311-6c09-46c9-94f1-71fe4b91813c	2	0.223964	4.084925
leiden_0_5	12	576f193c-75d0-4a11-bd25-8676587e6dc2	1	0.111982	0.000000
leiden_0_5	12	b0e547f0-462b-4f81-b31b-5b0a5d96f537	1	0.111982	2.845176
leiden_0_5	13	01ad3cd7-3929-4654-84c0-6db05bd5fd59	4	0.025078	4.264082
leiden_0_5	13	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	2	0.012539	4.431770
leiden_0_5	13	1b9d8702-5af8-4142-85ed-020eb06ec4f6	56	0.351097	4.860037
leiden_0_5	13	242c6e7f-9016-4048-af70-d631f5eea188	6	0.037618	2.741588
leiden_0_5	13	29244e1d-02e6-4133-b411-516ef7474638	290	1.818182	2.789458
leiden_0_5	13	2a498ace-872a-4935-984b-1afa70fd9886	3	0.018809	2.158828
leiden_0_5	13	3c75a463-6a87-4132-83a8-c3002624394d	5	0.031348	2.710552
leiden_0_5	13	4c6f9f26-5470-455b-8933-c408232fbf56	2	0.012539	3.359624
leiden_0_5	13	5af90777-6760-4003-9dba-8f945fec6fdf	34	0.213166	4.530291
leiden_0_5	13	5bc42b88-bb76-4954-927b-8bb7369adc64	1	0.006270	0.000000
leiden_0_5	13	644a578d-ffdc-446b-9679-e7ab4c919c13	6	0.037618	3.664784
leiden_0_5	13	6c87755e-a671-41a8-9c7e-4e43b850a57b	2	0.012539	3.742040
leiden_0_5	13	74cff64f-9da9-4b2a-9b3b-8a04a1598040	15196	95.272727	3.206999
leiden_0_5	13	86282760-5099-4c71-8cdd-412dcbbbd0b9	1	0.006270	2.968413
leiden_0_5	13	8d73847b-33e7-48f0-837f-e3e6579bf12d	1	0.006270	3.075944
leiden_0_5	13	965386e9-1e4f-466d-bf59-ebdca4b66b9b	6	0.037618	7.457555
leiden_0_5	13	9dbab10c-118d-496b-966a-67f1763a6b7d	3	0.018809	3.326873
leiden_0_5	13	9f222629-9e39-47d0-b83f-e08d610c7479	35	0.219436	4.413914
leiden_0_5	13	b252b015-b488-4d5c-b16e-968c13e48a2c	2	0.012539	5.179634
leiden_0_5	13	be39785b-67cb-4177-be19-a40ee3747e45	2	0.012539	1.227097
leiden_0_5	13	c2a461b1-0c15-4047-9fcb-1f966fe55100	1	0.006270	3.067916
leiden_0_5	13	c7775e88-49bf-4ba2-a03b-93f00447c958	1	0.006270	2.549020
leiden_0_5	13	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	122	0.764890	4.571963
leiden_0_5	13	d7d7e89c-c93a-422d-8958-9b4a90b69558	5	0.031348	7.082945
leiden_0_5	13	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	8	0.050157	2.979307
leiden_0_5	13	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	2	0.012539	3.312507
leiden_0_5	13	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	2	0.012539	13.867945
leiden_0_5	13	eb499fd8-7000-419f-8854-926b9b61b11f	1	0.006270	8.116098
leiden_0_5	13	f801b7a9-80a6-4d09-9161-71474deb58ae	1	0.006270	4.945408
leiden_0_5	13	fd072bc3-2dfb-46f8-b4e3-467cb3223182	150	0.940439	4.991995
leiden_0_5	14	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	80	0.660993	0.000000
leiden_0_5	14	29244e1d-02e6-4133-b411-516ef7474638	3	0.024787	0.582176
leiden_0_5	14	350237e0-9f48-4cbd-9140-3b44495549f3	4	0.033050	0.000000
leiden_0_5	14	3c75a463-6a87-4132-83a8-c3002624394d	1	0.008262	1.380262
leiden_0_5	14	576f193c-75d0-4a11-bd25-8676587e6dc2	1	0.008262	0.000000
leiden_0_5	14	5bc42b88-bb76-4954-927b-8bb7369adc64	11693	96.612410	0.000000
leiden_0_5	14	74cff64f-9da9-4b2a-9b3b-8a04a1598040	309	2.553086	0.251960
leiden_0_5	14	9f222629-9e39-47d0-b83f-e08d610c7479	11	0.090887	0.000000
leiden_0_5	14	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	1	0.008262	0.604775
leiden_0_5	15	19e46756-9100-4e01-8b0e-23b557558a4c	29	0.344705	0.000000
leiden_0_5	15	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	16	0.190182	0.000000
leiden_0_5	15	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	1	0.011886	0.648929
leiden_0_5	15	2a498ace-872a-4935-984b-1afa70fd9886	3	0.035659	0.794326
leiden_0_5	15	30cd5311-6c09-46c9-94f1-71fe4b91813c	6	0.071318	0.628583
leiden_0_5	15	350237e0-9f48-4cbd-9140-3b44495549f3	1	0.011886	0.000000
leiden_0_5	15	576f193c-75d0-4a11-bd25-8676587e6dc2	2	0.023773	0.000000
leiden_0_5	15	5bc42b88-bb76-4954-927b-8bb7369adc64	7	0.083205	0.000000
leiden_0_5	15	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	3	0.035659	0.000000
leiden_0_5	15	c7775e88-49bf-4ba2-a03b-93f00447c958	1	0.011886	0.185701
leiden_0_5	15	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	8342	99.156068	0.000000
leiden_0_5	15	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	2	0.023773	0.387195
leiden_0_5	16	01ad3cd7-3929-4654-84c0-6db05bd5fd59	169	1.345434	5.569007
leiden_0_5	16	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	3	0.023883	4.329273
leiden_0_5	16	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	22	0.175145	0.000000
leiden_0_5	16	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	272	2.165433	3.708405
leiden_0_5	16	21d3e683-80a4-4d9b-bc89-ebb2df513dde	1	0.007961	3.994732
leiden_0_5	16	242c6e7f-9016-4048-af70-d631f5eea188	36	0.286601	3.457226
leiden_0_5	16	29244e1d-02e6-4133-b411-516ef7474638	17	0.135340	1.710167
leiden_0_5	16	2a498ace-872a-4935-984b-1afa70fd9886	4868	38.754876	2.863448
leiden_0_5	16	30cd5311-6c09-46c9-94f1-71fe4b91813c	8	0.063689	10.628325
leiden_0_5	16	3c75a463-6a87-4132-83a8-c3002624394d	1	0.007961	2.222949
leiden_0_5	16	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	2	0.015922	27.013544
leiden_0_5	16	456e8b9b-f872-488b-871d-94534090a865	5	0.039806	14.303718
leiden_0_5	16	53d208b0-2cfd-4366-9866-c3c6114081bc	165	1.313590	5.600331
leiden_0_5	16	576f193c-75d0-4a11-bd25-8676587e6dc2	3	0.023883	0.000000
leiden_0_5	16	5af90777-6760-4003-9dba-8f945fec6fdf	653	5.198631	4.751430
leiden_0_5	16	5e717147-0f75-4de1-8bd2-6fda01b8d75f	1	0.007961	9.807853
leiden_0_5	16	644a578d-ffdc-446b-9679-e7ab4c919c13	1028	8.184062	3.633023
leiden_0_5	16	6c87755e-a671-41a8-9c7e-4e43b850a57b	347	2.762519	3.234880
leiden_0_5	16	6e00ccf7-0749-46ef-a999-dba785630d52	2	0.015922	2.562424
leiden_0_5	16	74cff64f-9da9-4b2a-9b3b-8a04a1598040	233	1.854948	5.017544
leiden_0_5	16	79ef1959-a6b4-4cac-82ca-30feaec48df1	4	0.031845	8.794128
leiden_0_5	16	84230ea4-998d-4aa8-8456-81dd54ce23af	1	0.007961	4.689245
leiden_0_5	16	8a554710-08bc-4005-87cd-da9675bdc2e7	2	0.015922	8.539042
leiden_0_5	16	9968be68-ab65-4a38-9e1a-c9b6abece194	68	0.541358	2.128737
leiden_0_5	16	99950e99-2758-41d2-b2c9-643edcdf6d82	356	2.834169	6.389467
leiden_0_5	16	9dbab10c-118d-496b-966a-67f1763a6b7d	1151	9.163283	4.222451
leiden_0_5	16	9ea768a2-87ab-46b6-a73d-c4e915f25af3	11	0.087573	5.263158
leiden_0_5	16	9f222629-9e39-47d0-b83f-e08d610c7479	261	2.077860	4.684385
leiden_0_5	16	a199ca73-035d-44e2-9893-4c493151db21	1	0.007961	6.824513
leiden_0_5	16	b0e547f0-462b-4f81-b31b-5b0a5d96f537	15	0.119417	4.269082
leiden_0_5	16	b252b015-b488-4d5c-b16e-968c13e48a2c	54	0.429902	8.617880
leiden_0_5	16	be39785b-67cb-4177-be19-a40ee3747e45	11	0.087573	2.681388
leiden_0_5	16	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	2	0.015922	26.773361
leiden_0_5	16	c2a461b1-0c15-4047-9fcb-1f966fe55100	1	0.007961	5.318304
leiden_0_5	16	c7775e88-49bf-4ba2-a03b-93f00447c958	9	0.071650	4.673203
leiden_0_5	16	c874f155-9bf9-4928-b821-f52c876b3e48	1	0.007961	19.166184
leiden_0_5	16	cab0bc48-744c-461b-aaf4-7bf2cb7af00d	1	0.007961	3.384615
leiden_0_5	16	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	1	0.007961	0.000000
leiden_0_5	16	cf83c98a-3791-4537-bbde-a719f6d73c13	1	0.007961	11.811218
leiden_0_5	16	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	123	0.979221	2.034393
leiden_0_5	16	d8da613f-e681-4c69-b463-e94f5e66847f	1	0.007961	0.401204
leiden_0_5	16	db59611b-42de-4035-93aa-1ed39f38b467	3	0.023883	9.169627
leiden_0_5	16	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	1052	8.375129	20.822222
leiden_0_5	16	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	1435	11.424250	8.324716
leiden_0_5	16	ea786a06-5855-48b7-80d7-0313a21a2044	1	0.007961	4.927782
leiden_0_5	16	eb499fd8-7000-419f-8854-926b9b61b11f	4	0.031845	6.744794
leiden_0_5	16	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	121	0.963299	2.676296
leiden_0_5	16	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	9	0.071650	6.598135
leiden_0_5	16	eeacb0c1-2217-4cf6-b8ce-1f0fedf1b569	8	0.063689	6.518613
leiden_0_5	16	f801b7a9-80a6-4d09-9161-71474deb58ae	5	0.039806	3.531300
