leiden_resolution	cluster	dataset_id	n_cells	cluster_percentage	median_mt_percentage
leiden_0_5	0	fa8605cf-f27e-44af-ac2a-476bee4410d3	4	0.046756	1.092758
leiden_0_5	1	01ad3cd7-3929-4654-84c0-6db05bd5fd59	2	0.006333	0.819033
leiden_0_5	1	19e46756-9100-4e01-8b0e-23b557558a4c	530	1.678118	0.000000
leiden_0_5	1	1b9d8702-5af8-4142-85ed-020eb06ec4f6	1	0.003166	0.000000
leiden_0_5	1	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	26339	83.396131	0.000000
leiden_0_5	1	242c6e7f-9016-4048-af70-d631f5eea188	11	0.034829	0.275566
leiden_0_5	1	29244e1d-02e6-4133-b411-516ef7474638	1	0.003166	0.000000
leiden_0_5	1	2a498ace-872a-4935-984b-1afa70fd9886	2	0.006333	0.437698
leiden_0_5	1	350237e0-9f48-4cbd-9140-3b44495549f3	53	0.167812	0.000000
leiden_0_5	1	3c75a463-6a87-4132-83a8-c3002624394d	1	0.003166	0.855746
leiden_0_5	1	3dc61ca1-ce40-46b6-8337-f27260fd9a03	47	0.148814	0.000000
leiden_0_5	1	3faad104-2ab8-4434-816d-474d8d2641db	1	0.003166	0.458716
leiden_0_5	1	53d208b0-2cfd-4366-9866-c3c6114081bc	1	0.003166	2.587298
leiden_0_5	1	576f193c-75d0-4a11-bd25-8676587e6dc2	336	1.063863	0.000000
leiden_0_5	1	5af90777-6760-4003-9dba-8f945fec6fdf	2	0.006333	1.275006
leiden_0_5	1	5bc42b88-bb76-4954-927b-8bb7369adc64	188	0.595257	0.000000
leiden_0_5	1	644a578d-ffdc-446b-9679-e7ab4c919c13	1	0.003166	0.634633
leiden_0_5	1	6c87755e-a671-41a8-9c7e-4e43b850a57b	1	0.003166	1.201201
leiden_0_5	1	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	3879	12.281924	0.000000
leiden_0_5	1	9dbab10c-118d-496b-966a-67f1763a6b7d	2	0.006333	0.685466
leiden_0_5	1	9f222629-9e39-47d0-b83f-e08d610c7479	86	0.272298	0.000000
leiden_0_5	1	b0e547f0-462b-4f81-b31b-5b0a5d96f537	1	0.003166	0.066912
leiden_0_5	1	bd65a70f-b274-4133-b9dd-0d1431b6af34	23	0.072824	0.000000
leiden_0_5	1	c7775e88-49bf-4ba2-a03b-93f00447c958	43	0.136149	0.396396
leiden_0_5	1	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	7	0.022164	0.000000
leiden_0_5	1	eb499fd8-7000-419f-8854-926b9b61b11f	2	0.006333	1.476922
leiden_0_5	1	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	18	0.056993	0.177555
leiden_0_5	1	fa8605cf-f27e-44af-ac2a-476bee4410d3	5	0.015831	0.062598
leiden_0_5	2	19e46756-9100-4e01-8b0e-23b557558a4c	37	0.348301	0.000000
leiden_0_5	2	1b9d8702-5af8-4142-85ed-020eb06ec4f6	6	0.056481	0.221069
leiden_0_5	2	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	6262	58.947567	0.000000
leiden_0_5	2	242c6e7f-9016-4048-af70-d631f5eea188	3	0.028241	0.195016
leiden_0_5	2	29244e1d-02e6-4133-b411-516ef7474638	13	0.122376	0.150175
leiden_0_5	2	2a498ace-872a-4935-984b-1afa70fd9886	4	0.037654	0.380986
leiden_0_5	2	350237e0-9f48-4cbd-9140-3b44495549f3	3365	31.676551	0.000000
leiden_0_5	2	3dc61ca1-ce40-46b6-8337-f27260fd9a03	611	5.751671	0.000000
leiden_0_5	2	53d208b0-2cfd-4366-9866-c3c6114081bc	1	0.009414	1.362297
leiden_0_5	2	576f193c-75d0-4a11-bd25-8676587e6dc2	104	0.979008	0.000000
leiden_0_5	2	5af90777-6760-4003-9dba-8f945fec6fdf	1	0.009414	1.649647
leiden_0_5	2	5bc42b88-bb76-4954-927b-8bb7369adc64	131	1.233173	0.000000
leiden_0_5	2	74cff64f-9da9-4b2a-9b3b-8a04a1598040	6	0.056481	0.352597
leiden_0_5	2	8c42cfd0-0b0a-46d5-910c-fc833d83c45e	23	0.216511	0.000000
leiden_0_5	2	9f222629-9e39-47d0-b83f-e08d610c7479	38	0.357714	0.000000
leiden_0_5	2	bd65a70f-b274-4133-b9dd-0d1431b6af34	1	0.009414	0.000000
leiden_0_5	2	c2a461b1-0c15-4047-9fcb-1f966fe55100	1	0.009414	1.783061
leiden_0_5	2	c7775e88-49bf-4ba2-a03b-93f00447c958	4	0.037654	0.470101
leiden_0_5	2	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	6	0.056481	0.000000
leiden_0_5	2	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	4	0.037654	0.641184
leiden_0_5	2	fa8605cf-f27e-44af-ac2a-476bee4410d3	1	0.009414	0.210650
leiden_0_5	2	fd072bc3-2dfb-46f8-b4e3-467cb3223182	1	0.009414	0.839273
leiden_0_5	3	01ad3cd7-3929-4654-84c0-6db05bd5fd59	3	0.172513	1.921397
leiden_0_5	3	19e46756-9100-4e01-8b0e-23b557558a4c	3	0.172513	0.000000
leiden_0_5	3	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	2	0.115009	1.597428
leiden_0_5	3	1b9d8702-5af8-4142-85ed-020eb06ec4f6	5	0.287522	5.483769
leiden_0_5	3	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	46	2.645198	0.000000
leiden_0_5	3	242c6e7f-9016-4048-af70-d631f5eea188	10	0.575043	4.754587
leiden_0_5	3	29244e1d-02e6-4133-b411-516ef7474638	2	0.115009	1.273833
leiden_0_5	3	30cd5311-6c09-46c9-94f1-71fe4b91813c	8	0.460035	8.972007
leiden_0_5	3	350237e0-9f48-4cbd-9140-3b44495549f3	1	0.057504	0.000000
leiden_0_5	3	3c75a463-6a87-4132-83a8-c3002624394d	810	46.578493	2.497150
leiden_0_5	3	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	1	0.057504	13.317384
leiden_0_5	3	460dfe21-0550-4521-92fe-db0f3036d8b0	1	0.057504	14.816473
leiden_0_5	3	53d208b0-2cfd-4366-9866-c3c6114081bc	5	0.287522	7.747934
leiden_0_5	3	576f193c-75d0-4a11-bd25-8676587e6dc2	2	0.115009	0.000000
leiden_0_5	3	5af90777-6760-4003-9dba-8f945fec6fdf	2	0.115009	3.405127
leiden_0_5	3	5bc42b88-bb76-4954-927b-8bb7369adc64	4	0.230017	0.000000
leiden_0_5	3	5e717147-0f75-4de1-8bd2-6fda01b8d75f	1	0.057504	5.491521
leiden_0_5	3	644a578d-ffdc-446b-9679-e7ab4c919c13	4	0.230017	2.040458
leiden_0_5	3	74cff64f-9da9-4b2a-9b3b-8a04a1598040	27	1.552616	4.889299
leiden_0_5	3	8d73847b-33e7-48f0-837f-e3e6579bf12d	1	0.057504	3.774226
leiden_0_5	3	9dbab10c-118d-496b-966a-67f1763a6b7d	242	13.916044	4.370297
leiden_0_5	3	9f222629-9e39-47d0-b83f-e08d610c7479	266	15.296147	0.000000
leiden_0_5	3	b252b015-b488-4d5c-b16e-968c13e48a2c	2	0.115009	8.993545
leiden_0_5	3	bd65a70f-b274-4133-b9dd-0d1431b6af34	5	0.287522	0.000000
leiden_0_5	3	be39785b-67cb-4177-be19-a40ee3747e45	4	0.230017	2.844391
leiden_0_5	3	c2a461b1-0c15-4047-9fcb-1f966fe55100	4	0.230017	16.356071
leiden_0_5	3	c7775e88-49bf-4ba2-a03b-93f00447c958	13	0.747556	2.382271
leiden_0_5	3	cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	2	0.115009	0.000000
leiden_0_5	3	cf83c98a-3791-4537-bbde-a719f6d73c13	2	0.115009	6.765309
leiden_0_5	3	d7d7e89c-c93a-422d-8958-9b4a90b69558	244	14.031052	4.776978
leiden_0_5	3	d8da613f-e681-4c69-b463-e94f5e66847f	2	0.115009	0.575591
leiden_0_5	3	de2c780c-1747-40bd-9ccf-9588ec186cee	2	0.115009	7.283514
leiden_0_5	3	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	2	0.115009	15.451426
leiden_0_5	3	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	1	0.057504	3.596908
leiden_0_5	3	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	9	0.517539	1.563405
leiden_0_5	3	fd072bc3-2dfb-46f8-b4e3-467cb3223182	1	0.057504	1.400085
leiden_0_5	4	19e46756-9100-4e01-8b0e-23b557558a4c	1	0.054230	0.000000
leiden_0_5	4	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	14	0.759219	0.000000
leiden_0_5	4	29244e1d-02e6-4133-b411-516ef7474638	1	0.054230	0.000000
leiden_0_5	4	2a498ace-872a-4935-984b-1afa70fd9886	1	0.054230	0.969368
leiden_0_5	4	3dc61ca1-ce40-46b6-8337-f27260fd9a03	1	0.054230	0.000000
leiden_0_5	4	53d208b0-2cfd-4366-9866-c3c6114081bc	2	0.108460	3.465564
leiden_0_5	4	576f193c-75d0-4a11-bd25-8676587e6dc2	1614	87.527115	0.000000
leiden_0_5	4	5bc42b88-bb76-4954-927b-8bb7369adc64	202	10.954447	0.000000
leiden_0_5	4	74cff64f-9da9-4b2a-9b3b-8a04a1598040	2	0.108460	0.567439
leiden_0_5	4	b252b015-b488-4d5c-b16e-968c13e48a2c	2	0.108460	0.403615
leiden_0_5	4	bd65a70f-b274-4133-b9dd-0d1431b6af34	2	0.108460	0.000000
leiden_0_5	4	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	2	0.108460	0.844736
leiden_0_5	5	01ad3cd7-3929-4654-84c0-6db05bd5fd59	22	0.105897	6.535174
leiden_0_5	5	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	4	0.019254	8.550028
leiden_0_5	5	1b9d8702-5af8-4142-85ed-020eb06ec4f6	165	0.794224	13.434903
leiden_0_5	5	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	15	0.072202	0.000000
leiden_0_5	5	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	28	0.134777	6.457049
leiden_0_5	5	242c6e7f-9016-4048-af70-d631f5eea188	1043	5.020457	6.263982
leiden_0_5	5	29244e1d-02e6-4133-b411-516ef7474638	2	0.009627	3.723988
leiden_0_5	5	2a498ace-872a-4935-984b-1afa70fd9886	1798	8.654633	4.170193
leiden_0_5	5	30cd5311-6c09-46c9-94f1-71fe4b91813c	3025	14.560770	8.888889
leiden_0_5	5	3241c34f-581a-4de3-81fe-28e3de182680	6	0.028881	8.428630
leiden_0_5	5	34f5307e-7b4d-4a48-b68f-2ba844c6414b	2	0.009627	23.129202
leiden_0_5	5	3c75a463-6a87-4132-83a8-c3002624394d	24	0.115523	14.348179
leiden_0_5	5	3de0ad6d-4378-4f62-b37b-ec0b75a50d94	2	0.009627	21.475084
leiden_0_5	5	3faad104-2ab8-4434-816d-474d8d2641db	15	0.072202	5.710491
leiden_0_5	5	456e8b9b-f872-488b-871d-94534090a865	814	3.918171	8.478824
leiden_0_5	5	53d208b0-2cfd-4366-9866-c3c6114081bc	19	0.091456	7.403089
leiden_0_5	5	59b69042-47c2-47fd-ad03-d21beb99818f	45	0.216606	10.109380
leiden_0_5	5	5af90777-6760-4003-9dba-8f945fec6fdf	55	0.264741	7.079646
leiden_0_5	5	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	4	0.019254	10.487504
leiden_0_5	5	5e717147-0f75-4de1-8bd2-6fda01b8d75f	129	0.620939	8.192389
leiden_0_5	5	644a578d-ffdc-446b-9679-e7ab4c919c13	12	0.057762	6.497472
leiden_0_5	5	6c87755e-a671-41a8-9c7e-4e43b850a57b	7	0.033694	9.318579
leiden_0_5	5	74cff64f-9da9-4b2a-9b3b-8a04a1598040	26	0.125150	11.989384
leiden_0_5	5	965386e9-1e4f-466d-bf59-ebdca4b66b9b	21	0.101083	8.518803
leiden_0_5	5	9dbab10c-118d-496b-966a-67f1763a6b7d	3011	14.493381	6.377079
leiden_0_5	5	9f222629-9e39-47d0-b83f-e08d610c7479	36	0.173285	4.104834
leiden_0_5	5	a199ca73-035d-44e2-9893-4c493151db21	270	1.299639	10.213060
leiden_0_5	5	b0e547f0-462b-4f81-b31b-5b0a5d96f537	3251	15.648616	5.949008
leiden_0_5	5	b252b015-b488-4d5c-b16e-968c13e48a2c	3	0.014440	22.514380
leiden_0_5	5	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	15	0.072202	23.108993
leiden_0_5	5	c2a461b1-0c15-4047-9fcb-1f966fe55100	1411	6.791817	10.784314
leiden_0_5	5	c7775e88-49bf-4ba2-a03b-93f00447c958	1864	8.972323	5.518193
leiden_0_5	5	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	1	0.004813	12.477798
leiden_0_5	5	cf83c98a-3791-4537-bbde-a719f6d73c13	8	0.038508	11.505862
leiden_0_5	5	d7d7e89c-c93a-422d-8958-9b4a90b69558	4	0.019254	12.725997
leiden_0_5	5	de2c780c-1747-40bd-9ccf-9588ec186cee	116	0.558363	9.001383
leiden_0_5	5	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	24	0.115523	14.757299
leiden_0_5	5	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	46	0.221420	8.104700
leiden_0_5	5	eb499fd8-7000-419f-8854-926b9b61b11f	2	0.009627	14.794903
leiden_0_5	5	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	3264	15.711191	4.833642
leiden_0_5	5	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	157	0.755716	9.508772
leiden_0_5	5	fa8605cf-f27e-44af-ac2a-476bee4410d3	9	0.043321	7.232877
leiden_0_5	6	01ad3cd7-3929-4654-84c0-6db05bd5fd59	18	0.201816	6.076436
leiden_0_5	6	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	83	0.930598	5.158866
leiden_0_5	6	1b9d8702-5af8-4142-85ed-020eb06ec4f6	351	3.935419	5.882353
leiden_0_5	6	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	1	0.011212	0.000000
leiden_0_5	6	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	1	0.011212	2.718007
leiden_0_5	6	242c6e7f-9016-4048-af70-d631f5eea188	11	0.123332	3.541824
leiden_0_5	6	29244e1d-02e6-4133-b411-516ef7474638	5	0.056060	3.896882
leiden_0_5	6	2a498ace-872a-4935-984b-1afa70fd9886	6	0.067272	3.008126
leiden_0_5	6	3c75a463-6a87-4132-83a8-c3002624394d	4	0.044848	4.186603
leiden_0_5	6	3faad104-2ab8-4434-816d-474d8d2641db	20	0.224240	3.342084
leiden_0_5	6	53d208b0-2cfd-4366-9866-c3c6114081bc	27	0.302725	4.900524
leiden_0_5	6	5af90777-6760-4003-9dba-8f945fec6fdf	1091	12.232313	3.969754
leiden_0_5	6	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	1	0.011212	10.099864
leiden_0_5	6	5bc42b88-bb76-4954-927b-8bb7369adc64	2	0.022424	0.000000
leiden_0_5	6	5e717147-0f75-4de1-8bd2-6fda01b8d75f	15	0.168180	3.930131
leiden_0_5	6	644a578d-ffdc-446b-9679-e7ab4c919c13	2173	24.363718	2.885408
leiden_0_5	6	6c87755e-a671-41a8-9c7e-4e43b850a57b	1	0.011212	8.384572
leiden_0_5	6	6e00ccf7-0749-46ef-a999-dba785630d52	6	0.067272	3.779729
leiden_0_5	6	74cff64f-9da9-4b2a-9b3b-8a04a1598040	99	1.109990	2.994652
leiden_0_5	6	86282760-5099-4c71-8cdd-412dcbbbd0b9	16	0.179392	2.590464
leiden_0_5	6	965386e9-1e4f-466d-bf59-ebdca4b66b9b	36	0.403633	7.874271
leiden_0_5	6	9dbab10c-118d-496b-966a-67f1763a6b7d	46	0.515753	4.083154
leiden_0_5	6	9ea768a2-87ab-46b6-a73d-c4e915f25af3	67	0.751205	5.681333
leiden_0_5	6	9f222629-9e39-47d0-b83f-e08d610c7479	3091	34.656352	3.665098
leiden_0_5	6	b0e547f0-462b-4f81-b31b-5b0a5d96f537	12	0.134544	3.679692
leiden_0_5	6	b252b015-b488-4d5c-b16e-968c13e48a2c	9	0.100908	7.709924
leiden_0_5	6	be39785b-67cb-4177-be19-a40ee3747e45	13	0.145756	3.105023
leiden_0_5	6	c2a461b1-0c15-4047-9fcb-1f966fe55100	13	0.145756	2.337982
leiden_0_5	6	c7775e88-49bf-4ba2-a03b-93f00447c958	32	0.358785	4.140583
leiden_0_5	6	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	63	0.706357	3.533435
leiden_0_5	6	d7d7e89c-c93a-422d-8958-9b4a90b69558	2	0.022424	7.116914
leiden_0_5	6	d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	65	0.728781	2.732049
leiden_0_5	6	de2c780c-1747-40bd-9ccf-9588ec186cee	4	0.044848	5.666679
leiden_0_5	6	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	19	0.213028	21.634103
leiden_0_5	6	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	52	0.583025	4.088344
leiden_0_5	6	eb499fd8-7000-419f-8854-926b9b61b11f	40	0.448481	6.010095
leiden_0_5	6	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	16	0.179392	3.064049
leiden_0_5	6	f801b7a9-80a6-4d09-9161-71474deb58ae	8	0.089696	3.587199
leiden_0_5	6	fa8605cf-f27e-44af-ac2a-476bee4410d3	1	0.011212	3.314066
leiden_0_5	6	fd072bc3-2dfb-46f8-b4e3-467cb3223182	1399	15.685615	3.409370
leiden_0_5	7	01ad3cd7-3929-4654-84c0-6db05bd5fd59	2142	7.642085	5.982009
leiden_0_5	7	19e46756-9100-4e01-8b0e-23b557558a4c	1	0.003568	0.000000
leiden_0_5	7	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	5	0.017839	5.350773
leiden_0_5	7	1b9d8702-5af8-4142-85ed-020eb06ec4f6	1052	3.753256	5.932579
leiden_0_5	7	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	6	0.021406	0.000000
leiden_0_5	7	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	8780	31.324699	3.514791
leiden_0_5	7	242c6e7f-9016-4048-af70-d631f5eea188	328	1.170217	3.010786
leiden_0_5	7	29244e1d-02e6-4133-b411-516ef7474638	101	0.360341	2.733368
leiden_0_5	7	2a498ace-872a-4935-984b-1afa70fd9886	712	2.540226	2.854401
leiden_0_5	7	30cd5311-6c09-46c9-94f1-71fe4b91813c	2419	8.630347	2.910672
leiden_0_5	7	3241c34f-581a-4de3-81fe-28e3de182680	19	0.067787	7.096593
leiden_0_5	7	3c75a463-6a87-4132-83a8-c3002624394d	147	0.524457	4.113396
leiden_0_5	7	3faad104-2ab8-4434-816d-474d8d2641db	2351	8.387741	3.521127
leiden_0_5	7	456e8b9b-f872-488b-871d-94534090a865	21	0.074922	8.904110
leiden_0_5	7	53d208b0-2cfd-4366-9866-c3c6114081bc	10	0.035677	7.193449
leiden_0_5	7	59b69042-47c2-47fd-ad03-d21beb99818f	104	0.371044	7.947435
leiden_0_5	7	5af90777-6760-4003-9dba-8f945fec6fdf	28	0.099897	5.368138
leiden_0_5	7	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	34	0.121303	6.194366
leiden_0_5	7	5bc42b88-bb76-4954-927b-8bb7369adc64	3	0.010703	0.000000
leiden_0_5	7	5e717147-0f75-4de1-8bd2-6fda01b8d75f	221	0.788469	4.734694
leiden_0_5	7	644a578d-ffdc-446b-9679-e7ab4c919c13	172	0.613650	3.163255
leiden_0_5	7	6c87755e-a671-41a8-9c7e-4e43b850a57b	1	0.003568	4.110120
leiden_0_5	7	6e00ccf7-0749-46ef-a999-dba785630d52	2	0.007135	7.180210
leiden_0_5	7	74cff64f-9da9-4b2a-9b3b-8a04a1598040	129	0.460238	3.932648
leiden_0_5	7	86282760-5099-4c71-8cdd-412dcbbbd0b9	5	0.017839	3.286096
leiden_0_5	7	965386e9-1e4f-466d-bf59-ebdca4b66b9b	1147	4.092190	5.699364
leiden_0_5	7	9dbab10c-118d-496b-966a-67f1763a6b7d	971	3.464269	4.952592
leiden_0_5	7	9ea768a2-87ab-46b6-a73d-c4e915f25af3	1	0.003568	4.568931
leiden_0_5	7	9f222629-9e39-47d0-b83f-e08d610c7479	56	0.199793	4.026317
leiden_0_5	7	a199ca73-035d-44e2-9893-4c493151db21	355	1.266545	6.047516
leiden_0_5	7	b0e547f0-462b-4f81-b31b-5b0a5d96f537	1145	4.085055	3.907122
leiden_0_5	7	b252b015-b488-4d5c-b16e-968c13e48a2c	19	0.067787	7.578209
leiden_0_5	7	be39785b-67cb-4177-be19-a40ee3747e45	2	0.007135	2.872988
leiden_0_5	7	c05fb583-eb2f-4e3a-8e74-f9bd6414e418	116	0.413857	19.650107
leiden_0_5	7	c2a461b1-0c15-4047-9fcb-1f966fe55100	172	0.613650	3.693563
leiden_0_5	7	c7775e88-49bf-4ba2-a03b-93f00447c958	1869	6.668094	3.730738
leiden_0_5	7	cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	76	0.271148	3.766532
leiden_0_5	7	cf83c98a-3791-4537-bbde-a719f6d73c13	4	0.014271	7.681282
leiden_0_5	7	d7d7e89c-c93a-422d-8958-9b4a90b69558	19	0.067787	5.994755
leiden_0_5	7	de2c780c-1747-40bd-9ccf-9588ec186cee	105	0.374612	8.176850
leiden_0_5	7	dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	8	0.028542	6.817157
leiden_0_5	7	e84f2780-51e8-4cfa-8aa0-13bbfef677c7	256	0.913340	7.920836
leiden_0_5	7	eb499fd8-7000-419f-8854-926b9b61b11f	1	0.003568	4.267425
leiden_0_5	7	ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	1043	3.721146	2.935263
leiden_0_5	7	ed5d841d-6346-47d4-ab2f-7119ad7e3a35	1402	5.001962	6.472275
leiden_0_5	7	fa8605cf-f27e-44af-ac2a-476bee4410d3	456	1.626886	3.812002
leiden_0_5	7	fd072bc3-2dfb-46f8-b4e3-467cb3223182	13	0.046381	4.879725
leiden_0_5	8	01ad3cd7-3929-4654-84c0-6db05bd5fd59	1624	14.859548	4.614441
leiden_0_5	8	19e46756-9100-4e01-8b0e-23b557558a4c	6	0.054900	0.000000
leiden_0_5	8	1a2e3350-28a8-4f49-b33c-5b67ceb001f6	15	0.137250	4.511038
leiden_0_5	8	1b9d8702-5af8-4142-85ed-020eb06ec4f6	17	0.155549	4.970594
leiden_0_5	8	1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1	217	1.985543	0.000000
leiden_0_5	8	218acb0f-9f2f-4f76-b90b-15a4b7c7f629	45	0.411749	3.004572
leiden_0_5	8	242c6e7f-9016-4048-af70-d631f5eea188	42	0.384299	1.885431
leiden_0_5	8	2a498ace-872a-4935-984b-1afa70fd9886	6	0.054900	2.497646
leiden_0_5	8	30cd5311-6c09-46c9-94f1-71fe4b91813c	303	2.772440	2.669323
leiden_0_5	8	3241c34f-581a-4de3-81fe-28e3de182680	7	0.064050	5.229623
leiden_0_5	8	350237e0-9f48-4cbd-9140-3b44495549f3	1	0.009150	0.000000
leiden_0_5	8	3c75a463-6a87-4132-83a8-c3002624394d	13	0.118950	3.029028
leiden_0_5	8	3faad104-2ab8-4434-816d-474d8d2641db	1481	13.551103	3.111288
leiden_0_5	8	456e8b9b-f872-488b-871d-94534090a865	2	0.018300	11.709988
leiden_0_5	8	460dfe21-0550-4521-92fe-db0f3036d8b0	151	1.381645	6.087777
leiden_0_5	8	53d208b0-2cfd-4366-9866-c3c6114081bc	30	0.274499	4.746966
leiden_0_5	8	576f193c-75d0-4a11-bd25-8676587e6dc2	7	0.064050	0.000000
leiden_0_5	8	59b69042-47c2-47fd-ad03-d21beb99818f	10	0.091500	4.695382
leiden_0_5	8	5af90777-6760-4003-9dba-8f945fec6fdf	5	0.045750	4.870546
leiden_0_5	8	5b25a46f-f1cf-4caa-9e10-6ab81dfe9174	36	0.329399	5.337946
leiden_0_5	8	5bc42b88-bb76-4954-927b-8bb7369adc64	14	0.128100	0.000000
leiden_0_5	8	5e717147-0f75-4de1-8bd2-6fda01b8d75f	55	0.503248	4.147079
leiden_0_5	8	644a578d-ffdc-446b-9679-e7ab4c919c13	132	1.207796	3.742820
leiden_0_5	8	6c87755e-a671-41a8-9c7e-4e43b850a57b	4	0.036600	2.909302
leiden_0_5	8	6e00ccf7-0749-46ef-a999-dba785630d52	1	0.009150	2.171137
